2022-07-19T14:48:22
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061615.3805282 7001289F:109:CB97UANXX:2:2315:16282:51181/2	R2	-	-	+	-	-	0.046296
ERR2061615.3805284 7001289F:109:CB97UANXX:2:2202:10757:5753/2	R2	-	-	+	-	-	0.345455
ERR2061615.3805286 7001289F:109:CB97UANXX:2:2109:14053:76314/1	R1	+	-	-	-	0.413043	-
ERR2061615.3805287 7001289F:109:CB97UANXX:2:2110:6976:45598/1	R1	+	-	-	-	0.302752	-
ERR2061615.3805288 7001289F:109:CB97UANXX:2:2110:20293:58912/2	R2	-	-	+	-	-	0.381818
ERR2061615.3805289 7001289F:109:CB97UANXX:2:2110:4479:96076/1	R1	+	-	-	-	0.302752	-
ERR2061615.3805290 7001289F:109:CB97UANXX:2:2112:13803:83424/2	R2	-	-	+	-	-	0.550562
ERR2061615.3805291 7001289F:109:CB97UANXX:2:2103:16590:43504/1	R1	+	-	-	-	0.457944	-
ERR2061615.3805292 7001289F:109:CB97UANXX:2:1301:13975:75877/1	R1	+	-	-	-	0.345455	-
ERR2061615.3805293 7001289F:109:CB97UANXX:2:1302:7128:94092/1	R1	+	-	-	-	0.302752	-
ERR2061615.3805294 7001289F:109:CB97UANXX:2:1215:13475:89699/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805295 7001289F:109:CB97UANXX:2:1104:3582:60381/1	R1	+	-	-	-	0.413043	-
ERR2061615.3805296 7001289F:109:CB97UANXX:2:2303:8241:74072/2	R2	-	-	+	-	-	0.457944
ERR2061615.3805297 7001289F:109:CB97UANXX:2:2303:19164:82489/2	R2	-	-	+	-	-	0.733945
ERR2061615.3805298 7001289F:109:CB97UANXX:2:2310:8372:82245/2	R2	-	-	+	-	-	0.345455
ERR2061615.3805299 7001289F:109:CB97UANXX:2:2312:16857:53491/1	R1	+	-	-	-	0.345455	-
ERR2061615.3805300 7001289F:109:CB97UANXX:2:2308:20109:61043/1	R1	+	-	-	-	0.345455	-
ERR2061615.3805301 7001289F:109:CB97UANXX:2:2201:12451:101012/1	R1	+	-	-	-	0.000000	-
ERR2061615.3805302 7001289F:109:CB97UANXX:2:2202:8099:53443/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805303 7001289F:109:CB97UANXX:2:1315:9516:50313/1	R1	+	-	-	-	0.302752	-
ERR2061615.3805304 7001289F:109:CB97UANXX:2:1212:5832:60884/1	R1	+	-	-	-	0.345455	-
ERR2061615.3805306 7001289F:109:CB97UANXX:2:1205:1472:80438/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805307 7001289F:109:CB97UANXX:2:1104:5986:28136/1	R1	+	-	-	-	0.000000	-
ERR2061615.3805308 7001289F:109:CB97UANXX:2:2216:9402:85211/1	R1	+	-	-	-	0.135135	-
ERR2061615.3805309 7001289F:109:CB97UANXX:2:2301:17382:18917/1	R1	+	-	-	+	0.302752	0.000000
ERR2061615.3805310 7001289F:109:CB97UANXX:2:1102:8782:19729/2	R2	-	-	+	-	-	0.320388
ERR2061615.3805312 7001289F:109:CB97UANXX:2:1207:13480:4758/2	R2	-	-	+	-	-	0.365385
ERR2061615.3805314 7001289F:109:CB97UANXX:2:1312:14829:52263/1	R1	-	+	+	-	0.000000	0.000000
ERR2061615.3805315 7001289F:109:CB97UANXX:2:2111:3304:23894/2	R2	-	-	+	-	-	0.471698
ERR2061615.3805317 7001289F:109:CB97UANXX:2:1313:4504:21009/2	R2	-	-	+	-	-	0.485149
ERR2061615.3805319 7001289F:109:CB97UANXX:2:2215:10672:60768/1	R1	+	-	-	+	0.000000	0.115702
ERR2061615.3805321 7001289F:109:CB97UANXX:2:1301:5000:93335/2	R2	-	-	+	-	-	0.417722
ERR2061615.3805322 7001289F:109:CB97UANXX:2:1316:18295:97059/2	R2	-	-	+	-	-	0.475000
ERR2061615.3805323 7001289F:109:CB97UANXX:2:1115:17376:40411/1	R1	+	-	-	-	0.000000	-
ERR2061615.3805325 7001289F:109:CB97UANXX:2:2213:2811:49328/1	R1	-	+	+	-	0.000000	0.345455
ERR2061615.3805326 7001289F:109:CB97UANXX:2:1315:6125:2547/2	R2	-	-	+	-	-	0.471698
ERR2061615.3805327 7001289F:109:CB97UANXX:2:2101:9421:60413/1	R1	-	+	+	-	0.000000	0.471698
ERR2061615.3805328 7001289F:109:CB97UANXX:2:1109:2340:14363/2	R2	-	-	+	-	-	0.387755
ERR2061615.3805329 7001289F:109:CB97UANXX:2:2316:17887:30966/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805330 7001289F:109:CB97UANXX:2:1209:20375:50356/1	R1	+	-	-	+	0.000000	0.000000
ERR2061615.3805331 7001289F:109:CB97UANXX:2:2315:15455:20221/1	R1	+	-	-	-	0.676190	-
ERR2061615.3805334 7001289F:109:CB97UANXX:2:1202:15547:84720/2	R2	-	-	+	-	-	0.513514
ERR2061615.3805335 7001289F:109:CB97UANXX:2:1215:19211:42160/2	R2	-	-	+	-	-	0.760000
ERR2061615.3805336 7001289F:109:CB97UANXX:2:1203:3663:48665/1	R1	+	-	-	-	0.362637	-
ERR2061615.3805337 7001289F:109:CB97UANXX:2:1113:8980:61564/1	R1	-	+	+	-	0.555556	0.627660
ERR2061615.3805338 7001289F:109:CB97UANXX:2:1302:13978:25367/1	R1	+	-	-	+	0.433628	0.000000
ERR2061615.3805339 7001289F:109:CB97UANXX:2:2213:12744:78283/1	R1	-	+	-	-	0.393443	-
ERR2061615.3805340 7001289F:109:CB97UANXX:2:2215:5455:93965/1	R1	+	-	-	+	0.345455	0.058140
ERR2061615.3805341 7001289F:109:CB97UANXX:2:1114:16129:47914/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805342 7001289F:109:CB97UANXX:2:2106:15909:47494/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805343 7001289F:109:CB97UANXX:2:2209:12080:76282/1	R1	+	-	-	+	0.345455	0.043860
ERR2061615.3805344 7001289F:109:CB97UANXX:2:2205:3985:30085/1	R1	+	-	-	+	0.436893	0.000000
ERR2061615.3805346 7001289F:109:CB97UANXX:2:1203:2760:74803/1	R1	-	+	+	-	0.000000	0.471698
ERR2061615.3805347 7001289F:109:CB97UANXX:2:1306:5074:79293/1	R1	-	+	+	-	0.000000	0.446429
ERR2061615.3805348 7001289F:109:CB97UANXX:2:1207:7931:90818/1	R1	-	+	+	-	0.000000	0.000000
ERR2061615.3805349 7001289F:109:CB97UANXX:2:1302:21309:54205/1	R1	+	-	-	+	0.500000	0.101852
ERR2061615.3805350 7001289F:109:CB97UANXX:2:2314:5164:98703/1	R1	+	-	-	-	0.457944	-
ERR2061615.3805351 7001289F:109:CB97UANXX:2:1107:2427:96491/1	R1	-	+	+	-	0.000000	0.446429
ERR2061615.3805352 7001289F:109:CB97UANXX:2:2115:12277:18858/1	R1	+	-	-	+	0.387755	0.000000
ERR2061615.3805353 7001289F:109:CB97UANXX:2:2205:14290:57933/1	R1	-	+	+	-	0.132231	0.362637
ERR2061615.3805354 7001289F:109:CB97UANXX:2:1215:12390:11098/1	R1	+	-	-	+	0.433628	0.000000
ERR2061615.3805355 7001289F:109:CB97UANXX:2:1215:10913:57544/1	R1	+	-	-	+	0.471698	0.000000
ERR2061615.3805356 7001289F:109:CB97UANXX:2:1104:16686:50239/1	R1	+	-	-	+	0.345455	0.033058
ERR2061615.3805358 7001289F:109:CB97UANXX:2:1208:17213:23450/1	R1	+	-	-	-	0.000000	-
ERR2061615.3805361 7001289F:109:CB97UANXX:2:2305:13887:58360/1	R1	+	-	-	-	0.441860	-
ERR2061615.3805362 7001289F:109:CB97UANXX:2:2107:16614:64922/1	R1	+	-	-	+	0.471698	0.000000
ERR2061615.3805363 7001289F:109:CB97UANXX:2:1114:17665:31853/1	R1	+	-	-	+	0.457944	0.000000
ERR2061615.3805364 7001289F:109:CB97UANXX:2:2113:13130:10932/1	R1	-	+	+	-	0.000000	0.365385
ERR2061615.3805365 7001289F:109:CB97UANXX:2:2306:10766:55142/1	R1	+	-	-	+	0.345455	0.000000
ERR2061615.3805366 7001289F:109:CB97UANXX:2:1110:7188:42744/1	R1	-	+	+	-	0.478261	0.566038
ERR2061615.3805367 7001289F:109:CB97UANXX:2:1208:14373:68061/1	R1	-	+	-	-	0.071429	-
ERR2061615.3805368 7001289F:109:CB97UANXX:2:2214:2675:58198/2	R2	-	-	+	-	-	0.413462
ERR2061615.3805369 7001289F:109:CB97UANXX:2:1312:4936:35877/1	R1	+	-	-	+	0.674157	0.101124
ERR2061615.3805370 7001289F:109:CB97UANXX:2:1314:8420:59557/1	R1	-	+	+	-	0.416667	0.566038
ERR2061615.3805371 7001289F:109:CB97UANXX:2:1206:5367:66913/2	R2	-	-	+	-	-	0.475000
ERR2061615.3805373 7001289F:109:CB97UANXX:2:2314:4554:18407/2	R2	-	-	+	-	-	0.760000
ERR2061615.3805374 7001289F:109:CB97UANXX:2:2208:20166:87652/1	R1	-	+	+	-	0.000000	0.500000
ERR2061615.3805376 7001289F:109:CB97UANXX:2:2108:14654:77268/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805377 7001289F:109:CB97UANXX:2:1114:19390:27971/1	R1	+	-	-	-	0.000000	-
ERR2061615.3805379 7001289F:109:CB97UANXX:2:1106:20860:4146/1	R1	+	-	-	-	0.500000	-
ERR2061615.3805380 7001289F:109:CB97UANXX:2:2212:1848:47499/1	R1	-	+	+	-	0.500000	0.525000
ERR2061615.3805381 7001289F:109:CB97UANXX:2:2312:1315:41492/1	R1	-	+	+	-	0.344000	0.678571
ERR2061615.3805382 7001289F:109:CB97UANXX:2:1309:21256:79189/1	R1	+	-	-	-	0.000000	-
ERR2061615.3805384 7001289F:109:CB97UANXX:2:1108:7694:49853/1	R1	-	+	+	-	0.708333	0.714286
ERR2061615.3805385 7001289F:109:CB97UANXX:2:1102:13553:43104/2	R2	-	-	+	-	-	0.760000
ERR2061615.3805386 7001289F:109:CB97UANXX:2:1208:19022:72390/1	R1	-	+	-	-	0.093750	-
ERR2061615.3805387 7001289F:109:CB97UANXX:2:1102:6303:95828/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805388 7001289F:109:CB97UANXX:2:1108:1172:28294/1	R1	-	+	+	-	0.500000	0.612903
ERR2061615.3805389 7001289F:109:CB97UANXX:2:2304:15398:16411/2	R2	-	-	+	-	-	0.961538
ERR2061615.3805390 7001289F:109:CB97UANXX:2:1210:3722:63188/1	R1	-	+	+	-	0.000000	0.862069
ERR2061615.3805392 7001289F:109:CB97UANXX:2:1211:9453:49559/1	R1	-	+	-	-	0.000000	-
ERR2061615.3805393 7001289F:109:CB97UANXX:2:2205:17737:52520/1	R1	-	+	+	-	0.260870	0.000000
ERR2061615.3805394 7001289F:109:CB97UANXX:2:2207:5607:47626/1	R1	-	+	+	-	0.377778	0.000000
ERR2061615.3805397 7001289F:109:CB97UANXX:2:2303:10035:82356/2	R2	-	-	+	-	-	0.673469
ERR2061615.3805398 7001289F:109:CB97UANXX:2:1109:3498:95532/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805403 7001289F:109:CB97UANXX:2:1210:18249:10456/1	R1	-	+	-	-	0.000000	-
ERR2061615.3805404 7001289F:109:CB97UANXX:2:2115:12575:49874/1	R1	-	+	+	-	0.975610	0.785714
ERR2061615.3805408 7001289F:109:CB97UANXX:2:1207:15748:33325/1	R1	-	+	-	-	0.000000	-
ERR2061615.3805410 7001289F:109:CB97UANXX:2:2308:20093:69956/1	R1	+	-	-	+	0.000000	0.000000
ERR2061615.3805414 7001289F:109:CB97UANXX:2:1213:21199:9291/2	R2	-	-	-	+	-	0.962963
ERR2061615.3805415 7001289F:109:CB97UANXX:2:1204:8715:41654/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805416 7001289F:109:CB97UANXX:2:2110:20310:18390/2	R2	-	-	+	-	-	0.534653
ERR2061615.3805417 7001289F:109:CB97UANXX:2:1302:16361:39960/2	R2	-	-	+	-	-	0.504673
ERR2061615.3805418 7001289F:109:CB97UANXX:2:1209:1157:65787/2	R2	-	-	+	-	-	0.504673
ERR2061615.3805419 7001289F:109:CB97UANXX:2:1313:3275:93488/1	R1	+	-	-	-	0.528302	-
ERR2061615.3805420 7001289F:109:CB97UANXX:2:1307:12643:29135/2	R2	-	-	+	-	-	0.609756
ERR2061615.3805421 7001289F:109:CB97UANXX:2:1104:18626:44331/2	R2	-	-	+	-	-	0.500000
ERR2061615.3805422 7001289F:109:CB97UANXX:2:1116:5589:64478/2	R2	-	-	+	-	-	0.769912
ERR2061615.3805423 7001289F:109:CB97UANXX:2:2212:8701:9663/2	R2	-	-	+	-	-	0.568182
ERR2061615.3805424 7001289F:109:CB97UANXX:2:2313:1383:11415/1	R1	+	-	-	-	0.471698	-
ERR2061615.3805425 7001289F:109:CB97UANXX:2:2315:11095:59921/1	R1	+	-	-	-	0.482143	-
ERR2061615.3805426 7001289F:109:CB97UANXX:2:1105:6576:65807/2	R2	-	-	+	-	-	0.050505
ERR2061615.3805428 7001289F:109:CB97UANXX:2:1210:2536:95080/2	R2	-	-	+	-	-	0.475000
ERR2061615.3805429 7001289F:109:CB97UANXX:2:1212:14509:24374/1	R1	+	-	-	-	0.387755	-
ERR2061615.3805430 7001289F:109:CB97UANXX:2:2214:5801:39557/2	R2	-	-	+	-	-	0.525000
ERR2061615.3805431 7001289F:109:CB97UANXX:2:2315:2578:8421/2	R2	-	-	+	-	-	0.456522
ERR2061615.3805432 7001289F:109:CB97UANXX:2:1214:12368:78501/2	R2	-	-	+	-	-	0.340206
ERR2061615.3805433 7001289F:109:CB97UANXX:2:2207:19588:14532/2	R2	-	-	+	-	-	0.482143
ERR2061615.3805434 7001289F:109:CB97UANXX:2:1110:17206:44907/1	R1	+	-	-	-	0.446429	-
ERR2061615.3805435 7001289F:109:CB97UANXX:2:1314:20678:43946/1	R1	-	+	-	-	0.000000	-
ERR2061615.3805436 7001289F:109:CB97UANXX:2:1211:13721:100910/1	R1	-	+	+	-	0.206186	0.871287
ERR2061615.3805437 7001289F:109:CB97UANXX:2:1205:3006:29931/1	R1	+	-	-	-	0.000000	-
ERR2061615.3805438 7001289F:109:CB97UANXX:2:1105:11922:67597/2	R2	-	-	+	-	-	0.045045
ERR2061615.3805439 7001289F:109:CB97UANXX:2:2215:15068:17850/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805440 7001289F:109:CB97UANXX:2:2312:8458:78243/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805441 7001289F:109:CB97UANXX:2:1113:18522:88477/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805442 7001289F:109:CB97UANXX:2:1301:19722:77690/1	R1	+	-	-	-	0.467391	-
ERR2061615.3805443 7001289F:109:CB97UANXX:2:1302:7019:71093/2	R2	-	-	+	-	-	0.345455
ERR2061615.3805444 7001289F:109:CB97UANXX:2:1302:9586:90045/2	R2	-	-	+	-	-	0.345455
ERR2061615.3805445 7001289F:109:CB97UANXX:2:1315:13865:25922/1	R1	+	-	-	-	0.345455	-
ERR2061615.3805446 7001289F:109:CB97UANXX:2:1204:1137:75670/2	R2	-	-	+	-	-	0.345455
ERR2061615.3805447 7001289F:109:CB97UANXX:2:1107:10412:95013/1	R1	+	-	-	-	0.345455	-
ERR2061615.3805448 7001289F:109:CB97UANXX:2:2212:18686:59796/2	R2	-	-	+	-	-	0.441860
ERR2061615.3805449 7001289F:109:CB97UANXX:2:2214:10079:34802/1	R1	+	-	-	-	0.365385	-
ERR2061615.3805450 7001289F:109:CB97UANXX:2:2309:2865:83189/1	R1	+	-	-	-	0.345455	-
ERR2061615.3805451 7001289F:109:CB97UANXX:2:2313:15272:36147/2	R2	-	-	+	-	-	0.390909
ERR2061615.3805452 7001289F:109:CB97UANXX:2:2308:5492:17586/2	R2	-	-	+	-	-	0.345455
ERR2061615.3805453 7001289F:109:CB97UANXX:2:2103:12162:50175/2	R2	-	-	+	-	-	0.302752
ERR2061615.3805454 7001289F:109:CB97UANXX:2:1310:6917:61278/2	R2	-	-	+	-	-	0.302752
ERR2061615.3805455 7001289F:109:CB97UANXX:2:1310:3170:68788/1	R1	+	-	-	-	0.600000	-
ERR2061615.3805456 7001289F:109:CB97UANXX:2:1311:10933:57193/1	R1	+	-	-	-	0.302752	-
ERR2061615.3805457 7001289F:109:CB97UANXX:2:1313:8996:18544/2	R2	-	-	+	-	-	0.302752
ERR2061615.3805458 7001289F:109:CB97UANXX:2:1315:10787:78157/2	R2	-	-	+	-	-	0.302752
ERR2061615.3805459 7001289F:109:CB97UANXX:2:1316:8474:21608/2	R2	-	-	+	-	-	0.302752
ERR2061615.3805460 7001289F:109:CB97UANXX:2:1307:10825:23191/2	R2	-	-	+	-	-	0.302752
ERR2061615.3805461 7001289F:109:CB97UANXX:2:1202:4310:51175/1	R1	+	-	-	-	0.302752	-
ERR2061615.3805462 7001289F:109:CB97UANXX:2:1308:14974:96047/2	R2	-	-	+	-	-	0.302752
ERR2061615.3805463 7001289F:109:CB97UANXX:2:1214:2733:37281/1	R1	+	-	-	-	0.320388	-
ERR2061615.3805464 7001289F:109:CB97UANXX:2:2210:4003:87479/1	R1	+	-	-	-	0.302752	-
ERR2061615.3805465 7001289F:109:CB97UANXX:2:1105:13081:5238/1	R1	+	-	-	-	0.302752	-
ERR2061615.3805466 7001289F:109:CB97UANXX:2:1106:3069:84270/1	R1	+	-	-	-	0.357798	-
ERR2061615.3805467 7001289F:109:CB97UANXX:2:2305:14524:58695/2	R2	-	-	+	-	-	0.900000
ERR2061615.3805468 7001289F:109:CB97UANXX:2:2216:12570:62573/1	R1	+	-	-	+	0.302752	0.000000
ERR2061615.3805469 7001289F:109:CB97UANXX:2:2115:12923:68394/1	R1	+	-	-	-	0.000000	-
ERR2061615.3805470 7001289F:109:CB97UANXX:2:1110:19089:56191/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805471 7001289F:109:CB97UANXX:2:1216:4372:58209/1	R1	+	-	-	-	0.000000	-
ERR2061615.3805472 7001289F:109:CB97UANXX:2:2214:11963:30829/2	R2	-	-	+	-	-	0.000000
ERR2061615.3805473 7001289F:109:CB97UANXX:2:2207:20702:4059/1	R1	+	-	-	+	0.000000	0.000000
ERR2061615.3805474 7001289F:109:CB97UANXX:2:1302:7487:22435/1	R1	-	+	+	-	0.363636	0.800000
ERR2061615.3805475 7001289F:109:CB97UANXX:2:2216:10507:40289/1	R1	+	-	-	+	0.000000	0.000000
ERR2061615.3805476 7001289F:109:CB97UANXX:2:2202:13338:50374/1	R1	-	+	+	-	0.000000	0.000000
ERR2061615.3805477 7001289F:109:CB97UANXX:2:2307:2606:89956/1	R1	-	+	+	-	0.000000	0.000000
ERR2061615.3805478 7001289F:109:CB97UANXX:2:2201:13406:7765/2	R2	-	-	+	-	-	0.433628
ERR2061615.3805479 7001289F:109:CB97UANXX:2:2202:12079:17989/2	R2	-	-	+	-	-	0.457944
ERR2061615.3805480 7001289F:109:CB97UANXX:2:2112:19977:16975/1	R1	+	-	-	-	0.457944	-
ERR2061615.3805481 7001289F:109:CB97UANXX:2:2113:3088:47266/2	R2	-	-	+	-	-	0.457944
ERR2061615.3805482 7001289F:109:CB97UANXX:2:1309:12802:82857/2	R2	-	-	+	-	-	0.875000
ERR2061615.3805483 7001289F:109:CB97UANXX:2:1316:2558:35163/1	R1	+	-	-	-	0.457944	-
ERR2061615.3805484 7001289F:109:CB97UANXX:2:1212:15713:14169/1	R1	+	-	-	-	0.457944	-
ERR2061615.3805485 7001289F:109:CB97UANXX:2:1202:16631:35788/2	R2	-	-	+	-	-	0.875000
ERR2061615.3805486 7001289F:109:CB97UANXX:2:1114:12372:91446/2	R2	-	-	+	-	-	0.457944
ERR2061615.3805487 7001289F:109:CB97UANXX:2:2309:18812:82168/1	R1	+	-	-	-	0.457944	-
ERR2061615.3805488 7001289F:109:CB97UANXX:2:2308:8678:31244/2	R2	-	-	+	-	-	0.457944
ERR2061615.3805489 7001289F:109:CB97UANXX:2:2302:14710:27272/1	R1	+	-	-	-	0.457944	-
ERR2061615.3805490 7001289F:109:CB97UANXX:2:2204:12491:69676/2	R2	-	-	+	-	-	0.471698
ERR2061615.3805491 7001289F:109:CB97UANXX:2:2205:5008:22713/2	R2	-	-	+	-	-	0.471698
ERR2061615.3805492 7001289F:109:CB97UANXX:2:2208:19036:38453/1	R1	+	-	-	-	0.500000	-
ERR2061615.3805493 7001289F:109:CB97UANXX:2:1315:13034:27236/1	R1	+	-	-	-	0.446429	-
ERR2061615.3805494 7001289F:109:CB97UANXX:2:1216:19155:24134/2	R2	-	-	+	-	-	0.471698
ERR2061615.3805495 7001289F:109:CB97UANXX:2:1113:18699:78823/1	R1	+	-	-	-	0.471698	-
ERR2061615.3805496 7001289F:109:CB97UANXX:2:1114:9652:101274/1	R1	+	-	-	-	0.568182	-
ERR2061615.3805497 7001289F:109:CB97UANXX:2:1116:13236:17421/2	R2	-	-	+	-	-	0.471698
ERR2061615.3805498 7001289F:109:CB97UANXX:2:2307:18672:23478/1	R1	+	-	-	-	0.446429	-
ERR2061615.3805499 7001289F:109:CB97UANXX:2:2307:3565:63887/1	R1	+	-	-	-	0.471698	-
ERR2061615.3805500 7001289F:109:CB97UANXX:2:1316:7367:21314/1	R1	-	+	+	-	0.000000	0.446429
ERR2061615.3805501 7001289F:109:CB97UANXX:2:2210:4216:63109/1	R1	-	+	+	-	0.102564	0.471698
