2022-07-14T09:32:03
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061623.3372145 7001289F:103:C9WFLANXX:4:1302:6901:28981/2	R2	-	-	+	-	-	0.457944
ERR2061623.3372146 7001289F:103:C9WFLANXX:4:1201:1396:8385/1	R1	+	-	-	-	0.759259	-
ERR2061623.3372147 7001289F:103:C9WFLANXX:4:1204:4845:18229/1	R1	+	-	-	-	0.302752	-
ERR2061623.3372149 7001289F:103:C9WFLANXX:3:2209:6442:98278/1	R1	+	-	-	-	0.345455	-
ERR2061623.3372150 7001289F:103:C9WFLANXX:3:2111:3457:84509/1	R1	+	-	-	-	0.302752	-
ERR2061623.3372151 7001289F:103:C9WFLANXX:3:2208:20643:26042/1	R1	+	-	-	-	0.302752	-
ERR2061623.3372152 7001289F:103:C9WFLANXX:3:1302:13150:92762/1	R1	+	-	-	-	0.345455	-
ERR2061623.3372153 7001289F:103:C9WFLANXX:3:1212:9793:28219/1	R1	+	-	-	-	0.340206	-
ERR2061623.3372154 7001289F:103:C9WFLANXX:4:2314:6596:94444/1	R1	+	-	-	-	0.417722	-
ERR2061623.3372155 7001289F:103:C9WFLANXX:4:2303:11962:79608/1	R1	+	-	-	-	0.302752	-
ERR2061623.3372156 7001289F:103:C9WFLANXX:4:2302:15752:14546/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372157 7001289F:103:C9WFLANXX:4:2211:7480:72184/2	R2	-	-	+	-	-	0.340206
ERR2061623.3372158 7001289F:103:C9WFLANXX:4:2210:6371:31211/2	R2	-	-	+	-	-	0.302752
ERR2061623.3372160 7001289F:103:C9WFLANXX:4:2103:7074:90882/2	R2	-	-	+	-	-	0.457944
ERR2061623.3372161 7001289F:103:C9WFLANXX:4:1103:8421:63048/2	R2	-	-	+	-	-	0.365385
ERR2061623.3372162 7001289F:103:C9WFLANXX:4:1112:1396:17417/2	R2	-	-	+	-	-	0.345455
ERR2061623.3372163 7001289F:103:C9WFLANXX:4:2314:9320:86476/1	R1	+	-	-	+	0.457944	0.000000
ERR2061623.3372164 7001289F:103:C9WFLANXX:4:2105:17901:32597/1	R1	-	+	-	-	0.000000	-
ERR2061623.3372165 7001289F:103:C9WFLANXX:3:2307:19885:65618/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372166 7001289F:103:C9WFLANXX:4:2102:19453:15705/2	R2	-	-	+	-	-	0.302752
ERR2061623.3372167 7001289F:103:C9WFLANXX:4:1315:14721:38270/2	R2	-	-	+	-	-	0.891892
ERR2061623.3372168 7001289F:103:C9WFLANXX:3:2204:11565:29352/2	R2	-	-	+	-	-	0.387755
ERR2061623.3372169 7001289F:103:C9WFLANXX:3:1116:12891:36478/1	R1	+	-	-	-	0.690141	-
ERR2061623.3372170 7001289F:103:C9WFLANXX:3:2311:15803:90812/2	R2	-	-	-	+	-	0.634783
ERR2061623.3372172 7001289F:103:C9WFLANXX:4:2215:2173:87756/2	R2	-	-	-	+	-	0.000000
ERR2061623.3372176 7001289F:103:C9WFLANXX:3:2308:12984:58216/2	R2	-	-	+	-	-	0.515789
ERR2061623.3372177 7001289F:103:C9WFLANXX:4:1116:16530:13391/1	R1	-	+	+	-	0.000000	0.540984
ERR2061623.3372178 7001289F:103:C9WFLANXX:4:1206:1446:89333/1	R1	-	+	+	-	0.076087	0.000000
ERR2061623.3372180 7001289F:103:C9WFLANXX:4:1310:12061:53933/2	R2	-	-	+	-	-	0.387755
ERR2061623.3372182 7001289F:103:C9WFLANXX:4:1203:9033:12304/2	R2	-	-	+	-	-	0.550562
ERR2061623.3372183 7001289F:103:C9WFLANXX:3:1211:9052:52483/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372187 7001289F:103:C9WFLANXX:3:2202:21158:41309/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372192 7001289F:103:C9WFLANXX:3:1113:15786:77398/2	R2	-	-	+	-	-	0.000000
ERR2061623.3372193 7001289F:103:C9WFLANXX:4:1107:15709:99629/1	R1	+	-	-	+	0.000000	0.000000
ERR2061623.3372196 7001289F:103:C9WFLANXX:4:2101:16702:48356/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372198 7001289F:103:C9WFLANXX:3:1314:19073:100137/2	R2	-	-	-	+	-	0.000000
ERR2061623.3372199 7001289F:103:C9WFLANXX:3:2301:19578:38007/2	R2	-	-	-	+	-	0.000000
ERR2061623.3372201 7001289F:103:C9WFLANXX:3:2211:8274:32968/2	R2	-	-	+	-	-	0.000000
ERR2061623.3372202 7001289F:103:C9WFLANXX:3:1113:11732:15088/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372204 7001289F:103:C9WFLANXX:3:2207:7562:32386/1	R1	+	-	-	-	0.515789	-
ERR2061623.3372205 7001289F:103:C9WFLANXX:3:1114:3061:11157/1	R1	+	-	-	-	0.584158	-
ERR2061623.3372207 7001289F:103:C9WFLANXX:4:2205:3208:64313/1	R1	+	-	-	-	0.534653	-
ERR2061623.3372208 7001289F:103:C9WFLANXX:3:2302:7561:62715/2	R2	-	-	-	+	-	0.000000
ERR2061623.3372209 7001289F:103:C9WFLANXX:3:2310:9471:96075/2	R2	-	-	+	-	-	0.556604
ERR2061623.3372210 7001289F:103:C9WFLANXX:3:1302:16961:90549/2	R2	-	-	+	-	-	0.531915
ERR2061623.3372211 7001289F:103:C9WFLANXX:3:2315:11311:28440/1	R1	+	-	-	-	0.365385	-
ERR2061623.3372212 7001289F:103:C9WFLANXX:3:2101:15841:100821/1	R1	+	-	-	-	0.678571	-
ERR2061623.3372213 7001289F:103:C9WFLANXX:4:2115:9074:77270/1	R1	+	-	-	-	0.387755	-
ERR2061623.3372216 7001289F:103:C9WFLANXX:3:2308:9118:4574/1	R1	+	-	-	-	0.320388	-
ERR2061623.3372217 7001289F:103:C9WFLANXX:4:2315:4057:33579/1	R1	+	-	-	-	0.320388	-
ERR2061623.3372218 7001289F:103:C9WFLANXX:3:1109:16206:33191/2	R2	-	-	-	+	-	0.000000
ERR2061623.3372219 7001289F:103:C9WFLANXX:3:1209:6584:42573/2	R2	-	-	+	-	-	0.446429
ERR2061623.3372220 7001289F:103:C9WFLANXX:3:1112:14990:57121/1	R1	+	-	-	-	0.471698	-
ERR2061623.3372221 7001289F:103:C9WFLANXX:4:2207:20055:84649/1	R1	+	-	-	-	0.446429	-
ERR2061623.3372222 7001289F:103:C9WFLANXX:4:2106:13812:17411/2	R2	-	-	+	-	-	0.446429
ERR2061623.3372223 7001289F:103:C9WFLANXX:4:2107:10308:97153/1	R1	+	-	-	-	0.446429	-
ERR2061623.3372224 7001289F:103:C9WFLANXX:3:2205:14911:6017/1	R1	-	+	+	-	0.000000	0.446429
ERR2061623.3372225 7001289F:103:C9WFLANXX:3:1210:14172:58114/1	R1	-	+	+	-	0.000000	0.446429
ERR2061623.3372226 7001289F:103:C9WFLANXX:4:1116:13945:6795/2	R2	-	-	+	-	-	0.000000
ERR2061623.3372227 7001289F:103:C9WFLANXX:3:1310:8573:73780/2	R2	-	-	+	-	-	0.545455
ERR2061623.3372228 7001289F:103:C9WFLANXX:3:1305:17589:57996/1	R1	+	-	-	-	0.345455	-
ERR2061623.3372229 7001289F:103:C9WFLANXX:4:1209:19866:60549/2	R2	-	-	+	-	-	0.345455
ERR2061623.3372230 7001289F:103:C9WFLANXX:4:1202:8153:70874/1	R1	+	-	-	-	0.345455	-
ERR2061623.3372232 7001289F:103:C9WFLANXX:4:1108:19466:79824/1	R1	-	+	+	-	0.100000	0.365385
ERR2061623.3372233 7001289F:103:C9WFLANXX:3:2205:8666:7172/2	R2	-	-	+	-	-	0.302752
ERR2061623.3372234 7001289F:103:C9WFLANXX:3:2102:2899:4898/1	R1	+	-	-	-	0.302752	-
ERR2061623.3372235 7001289F:103:C9WFLANXX:3:2116:6016:20268/2	R2	-	-	+	-	-	0.302752
ERR2061623.3372236 7001289F:103:C9WFLANXX:3:1201:20320:77759/2	R2	-	-	+	-	-	0.302752
ERR2061623.3372237 7001289F:103:C9WFLANXX:4:2313:7129:59634/2	R2	-	-	+	-	-	0.302752
ERR2061623.3372238 7001289F:103:C9WFLANXX:4:2110:9920:2587/2	R2	-	-	+	-	-	0.302752
ERR2061623.3372239 7001289F:103:C9WFLANXX:4:1309:2075:31101/2	R2	-	-	+	-	-	0.458824
ERR2061623.3372240 7001289F:103:C9WFLANXX:4:1204:6601:23374/2	R2	-	-	+	-	-	0.348624
ERR2061623.3372241 7001289F:103:C9WFLANXX:3:2108:2496:40317/1	R1	+	-	-	+	0.302752	0.104000
ERR2061623.3372242 7001289F:103:C9WFLANXX:3:2211:16054:47342/2	R2	-	-	+	-	-	0.000000
ERR2061623.3372243 7001289F:103:C9WFLANXX:3:2214:19892:87042/2	R2	-	-	+	-	-	0.000000
ERR2061623.3372244 7001289F:103:C9WFLANXX:3:2114:17204:39573/2	R2	-	-	+	-	-	0.000000
ERR2061623.3372245 7001289F:103:C9WFLANXX:3:1310:2282:74389/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372246 7001289F:103:C9WFLANXX:3:1315:6612:6000/2	R2	-	-	+	-	-	0.000000
ERR2061623.3372247 7001289F:103:C9WFLANXX:3:1307:8767:21558/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372248 7001289F:103:C9WFLANXX:3:1206:7186:71196/2	R2	-	-	+	-	-	0.000000
ERR2061623.3372249 7001289F:103:C9WFLANXX:4:2210:11189:38131/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372250 7001289F:103:C9WFLANXX:4:1306:16142:100759/2	R2	-	-	+	-	-	0.000000
ERR2061623.3372251 7001289F:103:C9WFLANXX:4:1316:16429:9335/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372252 7001289F:103:C9WFLANXX:4:1312:8458:24517/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372253 7001289F:103:C9WFLANXX:4:1207:13048:17839/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372254 7001289F:103:C9WFLANXX:3:1103:19190:97579/1	R1	+	-	-	+	0.485149	0.073394
ERR2061623.3372255 7001289F:103:C9WFLANXX:3:1106:19686:85771/2	R2	-	-	+	-	-	0.457944
ERR2061623.3372256 7001289F:103:C9WFLANXX:3:2315:9472:38672/1	R1	+	-	-	-	0.457944	-
ERR2061623.3372257 7001289F:103:C9WFLANXX:3:2201:12282:7530/1	R1	+	-	-	-	0.457944	-
ERR2061623.3372258 7001289F:103:C9WFLANXX:3:2308:6709:99007/2	R2	-	-	+	-	-	0.457944
ERR2061623.3372259 7001289F:103:C9WFLANXX:3:2204:13855:33740/1	R1	+	-	-	-	0.457944	-
ERR2061623.3372260 7001289F:103:C9WFLANXX:3:1314:16828:8554/2	R2	-	-	+	-	-	0.924528
ERR2061623.3372261 7001289F:103:C9WFLANXX:3:1313:8121:76752/1	R1	+	-	-	-	0.457944	-
ERR2061623.3372262 7001289F:103:C9WFLANXX:3:1307:11640:57780/2	R2	-	-	+	-	-	0.457944
ERR2061623.3372263 7001289F:103:C9WFLANXX:3:1111:4837:78430/1	R1	+	-	-	-	0.457944	-
ERR2061623.3372264 7001289F:103:C9WFLANXX:4:2302:13741:36321/1	R1	+	-	-	-	0.504673	-
ERR2061623.3372265 7001289F:103:C9WFLANXX:4:2214:8122:18784/1	R1	+	-	-	-	0.433628	-
ERR2061623.3372266 7001289F:103:C9WFLANXX:4:2202:12565:50578/2	R2	-	-	+	-	-	0.515789
ERR2061623.3372267 7001289F:103:C9WFLANXX:4:2111:20829:71242/1	R1	+	-	-	-	0.433628	-
ERR2061623.3372268 7001289F:103:C9WFLANXX:4:1309:10797:86226/1	R1	+	-	-	-	0.433628	-
ERR2061623.3372269 7001289F:103:C9WFLANXX:4:1214:11695:66132/2	R2	-	-	+	-	-	0.433628
ERR2061623.3372270 7001289F:103:C9WFLANXX:4:1201:17061:83959/2	R2	-	-	+	-	-	0.433628
ERR2061623.3372271 7001289F:103:C9WFLANXX:4:1304:1362:35397/2	R2	-	-	+	-	-	0.457944
ERR2061623.3372272 7001289F:103:C9WFLANXX:4:1109:17894:100625/2	R2	-	-	+	-	-	0.433628
ERR2061623.3372273 7001289F:103:C9WFLANXX:3:2201:20103:16265/2	R2	-	-	+	-	-	0.446429
ERR2061623.3372274 7001289F:103:C9WFLANXX:3:1213:11078:81818/2	R2	-	-	+	-	-	0.471698
ERR2061623.3372275 7001289F:103:C9WFLANXX:4:2214:18818:66428/2	R2	-	-	+	-	-	0.446429
ERR2061623.3372276 7001289F:103:C9WFLANXX:4:2110:19517:88180/1	R1	+	-	-	-	0.446429	-
ERR2061623.3372277 7001289F:103:C9WFLANXX:4:1210:10226:21178/2	R2	-	-	+	-	-	0.446429
ERR2061623.3372278 7001289F:103:C9WFLANXX:4:1316:15755:22257/1	R1	+	-	-	-	0.446429	-
ERR2061623.3372279 7001289F:103:C9WFLANXX:4:2104:5534:94642/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372280 7001289F:103:C9WFLANXX:4:1116:17951:74473/2	R2	-	-	+	-	-	0.000000
ERR2061623.3372281 7001289F:103:C9WFLANXX:4:2116:4818:53060/2	R2	-	-	+	-	-	0.345455
ERR2061623.3372282 7001289F:103:C9WFLANXX:4:1314:16817:84684/2	R2	-	-	+	-	-	0.345455
ERR2061623.3372283 7001289F:103:C9WFLANXX:4:1107:14666:93976/1	R1	+	-	-	-	0.345455	-
ERR2061623.3372284 7001289F:103:C9WFLANXX:4:2301:2818:34586/2	R2	-	-	+	-	-	0.000000
ERR2061623.3372285 7001289F:103:C9WFLANXX:3:1101:18981:24278/2	R2	-	-	+	-	-	0.000000
ERR2061623.3372286 7001289F:103:C9WFLANXX:4:2114:18292:47217/1	R1	+	-	-	-	0.457944	-
ERR2061623.3372287 7001289F:103:C9WFLANXX:3:1206:1742:34727/2	R2	-	-	+	-	-	0.612903
ERR2061623.3372290 7001289F:103:C9WFLANXX:3:2108:11507:88138/2	R2	-	-	+	-	-	0.568182
ERR2061623.3372293 7001289F:103:C9WFLANXX:3:1103:21101:83241/1	R1	-	+	-	-	0.600000	-
ERR2061623.3372295 7001289F:103:C9WFLANXX:4:1107:4809:9180/1	R1	+	-	-	-	0.000000	-
ERR2061623.3372297 7001289F:103:C9WFLANXX:4:1210:2708:81247/1	R1	+	-	-	+	0.000000	0.000000
ERR2061623.3372298 7001289F:103:C9WFLANXX:3:1208:8676:44263/1	R1	+	-	-	+	0.320388	0.039216
ERR2061623.3372300 7001289F:103:C9WFLANXX:4:2309:20007:33684/1	R1	-	+	+	-	0.000000	0.000000
ERR2061623.3372301 7001289F:103:C9WFLANXX:4:1201:9869:49785/1	R1	-	+	+	-	0.000000	0.057471
ERR2061623.3372302 7001289F:103:C9WFLANXX:3:1204:13344:88094/1	R1	+	-	-	+	0.830508	0.000000
ERR2061623.3372304 7001289F:103:C9WFLANXX:4:2112:17234:84004/1	R1	-	+	+	-	0.000000	0.531915
ERR2061623.3372305 7001289F:103:C9WFLANXX:3:1104:3746:10889/1	R1	-	+	+	-	0.000000	0.000000
ERR2061623.3372306 7001289F:103:C9WFLANXX:3:1311:8919:86812/1	R1	-	+	+	-	0.000000	0.391753
ERR2061623.3372308 7001289F:103:C9WFLANXX:4:2106:15694:28532/1	R1	+	-	-	-	0.441860	-
ERR2061623.3372309 7001289F:103:C9WFLANXX:4:1216:4570:52240/1	R1	-	+	+	-	0.000000	0.446429
ERR2061623.3372315 7001289F:103:C9WFLANXX:4:2302:14844:63017/1	R1	+	-	-	+	0.345455	0.000000
ERR2061623.3372316 7001289F:103:C9WFLANXX:3:1206:3347:67732/1	R1	-	+	-	-	0.291667	-
ERR2061623.3372317 7001289F:103:C9WFLANXX:4:2214:16551:36507/1	R1	+	-	-	+	0.345455	0.000000
ERR2061623.3372319 7001289F:103:C9WFLANXX:4:1103:4102:21629/1	R1	+	-	-	+	0.612903	0.000000
ERR2061623.3372320 7001289F:103:C9WFLANXX:4:2112:14272:61119/1	R1	-	+	+	-	0.000000	0.400000
ERR2061623.3372321 7001289F:103:C9WFLANXX:3:2313:16706:61533/2	R2	-	-	+	-	-	0.000000
ERR2061623.3441109 7001289F:103:C9WFLANXX:4:1312:18600:11676/1	R1	-	+	-	-	0.526316	-
ERR2061623.3453250 7001289F:103:C9WFLANXX:3:2110:9480:32157/2	R2	-	-	+	-	-	0.485149
ERR2061623.4181665 7001289F:103:C9WFLANXX:3:2212:10929:74595/2	R2	-	-	-	+	-	0.391667
ERR2061623.5467802 7001289F:103:C9WFLANXX:3:1211:19650:63646/2	R2	-	-	-	+	-	0.934426
ERR2061623.5486867 7001289F:103:C9WFLANXX:4:2303:4971:61602/2	R2	-	-	+	-	-	0.302752
ERR2061623.5772354 7001289F:103:C9WFLANXX:3:2203:11201:24747/2	R2	-	-	+	-	-	0.000000
ERR2061623.5772810 7001289F:103:C9WFLANXX:3:1313:9222:18263/2	R2	-	-	+	-	-	0.714286
ERR2061623.5772969 7001289F:103:C9WFLANXX:3:1201:15136:100399/1	R1	+	-	-	-	0.000000	-
ERR2061623.5773162 7001289F:103:C9WFLANXX:3:1113:5893:96720/1	R1	+	-	-	-	0.690141	-
ERR2061623.5780515 7001289F:103:C9WFLANXX:4:1208:13574:34457/2	R2	-	-	+	-	-	0.000000
ERR2061623.5783102 7001289F:103:C9WFLANXX:3:2112:19234:12287/1	R1	+	-	-	-	0.000000	-
ERR2061623.5784620 7001289F:103:C9WFLANXX:4:2303:2085:52456/1	R1	+	-	-	-	0.000000	-
ERR2061623.5785316 7001289F:103:C9WFLANXX:3:2104:13286:52102/2	R2	-	-	+	-	-	0.000000
ERR2061623.5788021 7001289F:103:C9WFLANXX:3:1311:7761:49828/2	R2	-	-	+	-	-	0.345455
ERR2061623.5788476 7001289F:103:C9WFLANXX:3:1110:9060:50040/1	R1	+	-	-	-	0.441860	-
ERR2061623.5788562 7001289F:103:C9WFLANXX:4:2316:9908:15252/1	R1	+	-	-	-	0.550562	-
ERR2061623.5788787 7001289F:103:C9WFLANXX:4:1111:17373:44887/1	R1	+	-	-	-	0.000000	-
ERR2061623.5790040 7001289F:103:C9WFLANXX:4:2102:12992:98191/1	R1	+	-	-	-	0.540984	-
ERR2061623.5790220 7001289F:103:C9WFLANXX:3:2116:15805:79983/1	R1	+	-	-	-	0.000000	-
ERR2061623.5791269 7001289F:103:C9WFLANXX:3:2204:20721:93048/1	R1	+	-	-	-	0.446429	-
ERR2061623.5794600 7001289F:103:C9WFLANXX:4:2207:19647:6090/2	R2	-	-	+	-	-	0.531915
ERR2061623.5795067 7001289F:103:C9WFLANXX:4:2107:19629:9679/1	R1	+	-	-	-	0.000000	-
ERR2061623.5796104 7001289F:103:C9WFLANXX:3:1311:13114:100396/2	R2	-	-	+	-	-	0.795181
ERR2061623.5796788 7001289F:103:C9WFLANXX:3:2306:13826:45717/1	R1	+	-	-	-	0.446429	-
ERR2061623.5796991 7001289F:103:C9WFLANXX:4:1302:20812:64726/2	R2	-	-	+	-	-	0.000000
ERR2061623.5797197 7001289F:103:C9WFLANXX:4:2216:18091:14867/1	R1	+	-	-	-	0.000000	-
ERR2061623.7087192 7001289F:103:C9WFLANXX:4:2202:6840:99921/2	R2	-	-	+	-	-	0.704545
ERR2061623.7087193 7001289F:103:C9WFLANXX:3:2308:5786:33643/2	R2	-	-	+	-	-	0.734940
ERR2061623.7087194 7001289F:103:C9WFLANXX:3:2113:18494:27075/2	R2	-	-	+	-	-	0.457944
ERR2061623.7087195 7001289F:103:C9WFLANXX:4:2305:11738:39770/2	R2	-	-	+	-	-	0.471698
ERR2061623.7087196 7001289F:103:C9WFLANXX:3:2203:2773:41697/2	R2	-	-	+	-	-	0.446429
ERR2061623.7087198 7001289F:103:C9WFLANXX:4:2316:6964:47401/1	R1	+	-	-	-	0.609756	-
ERR2061623.7087199 7001289F:103:C9WFLANXX:4:2206:4324:41529/1	R1	+	-	-	-	0.566038	-
ERR2061623.7087200 7001289F:103:C9WFLANXX:4:1111:18406:93899/2	R2	-	-	+	-	-	0.000000
ERR2061623.7087201 7001289F:103:C9WFLANXX:3:2202:18301:71950/1	R1	+	-	-	-	0.000000	-
ERR2061623.7087202 7001289F:103:C9WFLANXX:3:1303:15612:53419/2	R2	-	-	+	-	-	0.000000
ERR2061623.7087203 7001289F:103:C9WFLANXX:3:1302:6040:12401/2	R2	-	-	+	-	-	0.345455
ERR2061623.7087204 7001289F:103:C9WFLANXX:4:2308:11776:90654/1	R1	+	-	-	-	0.000000	-
ERR2061623.7087205 7001289F:103:C9WFLANXX:4:2210:1391:77986/2	R2	-	-	+	-	-	0.000000
ERR2061623.7087206 7001289F:103:C9WFLANXX:4:2103:15065:91827/2	R2	-	-	+	-	-	0.759259
ERR2061623.7087207 7001289F:103:C9WFLANXX:3:1313:1683:65678/1	R1	+	-	-	+	0.000000	0.000000
ERR2061623.7087208 7001289F:103:C9WFLANXX:3:2116:6490:80341/1	R1	+	-	-	-	0.000000	-
ERR2061623.7087209 7001289F:103:C9WFLANXX:4:1211:6875:48051/1	R1	+	-	-	-	0.482143	-
ERR2061623.7087210 7001289F:103:C9WFLANXX:4:1215:18187:11789/1	R1	+	-	-	-	0.446429	-
ERR2061623.7087211 7001289F:103:C9WFLANXX:4:1102:4580:64799/1	R1	+	-	-	-	0.000000	-
ERR2061623.7087212 7001289F:103:C9WFLANXX:3:2114:21215:44818/2	R2	-	-	+	-	-	0.433628
ERR2061623.7087213 7001289F:103:C9WFLANXX:4:2309:13674:100122/1	R1	+	-	-	-	0.000000	-
ERR2061623.7087214 7001289F:103:C9WFLANXX:4:2216:4510:81323/2	R2	-	-	+	-	-	0.433628
ERR2061623.7087215 7001289F:103:C9WFLANXX:4:2109:7578:46003/2	R2	-	-	+	-	-	0.000000
ERR2061623.7087216 7001289F:103:C9WFLANXX:4:2105:16673:25124/2	R2	-	-	+	-	-	0.433628
ERR2061623.7087217 7001289F:103:C9WFLANXX:4:1215:21222:51605/1	R1	+	-	-	-	0.000000	-
ERR2061623.7087218 7001289F:103:C9WFLANXX:4:1207:1693:41320/2	R2	-	-	+	-	-	0.433628
ERR2061623.7087219 7001289F:103:C9WFLANXX:3:2107:17321:65891/1	R1	-	+	+	-	0.000000	0.457944
ERR2061623.7087220 7001289F:103:C9WFLANXX:3:2203:5890:48615/2	R2	-	-	+	-	-	0.471698
ERR2061623.7087221 7001289F:103:C9WFLANXX:3:2216:16309:72363/1	R1	+	-	-	-	0.000000	-
ERR2061623.7087222 7001289F:103:C9WFLANXX:3:2101:14106:75988/2	R2	-	-	+	-	-	0.000000
ERR2061623.7087223 7001289F:103:C9WFLANXX:3:1311:20928:49828/2	R2	-	-	+	-	-	0.457944
