2024-12-26T17:00:40
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061612.3730924 7001289F:103:C9WFLANXX:3:2213:12031:27023/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730925 7001289F:103:C9WFLANXX:3:2212:7473:6225/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730927 7001289F:103:C9WFLANXX:4:1113:10862:14679/1	R1	+	-	+	-	0.302752	0.302752
ERR2061612.3730930 7001289F:103:C9WFLANXX:4:2301:1724:69186/1	R1	+	-	+	-	0.504673	0.504673
ERR2061612.3730932 7001289F:103:C9WFLANXX:3:2103:12101:20496/1	R1	+	-	+	-	0.413043	0.413043
ERR2061612.3730937 7001289F:103:C9WFLANXX:3:1213:16893:3845/1	R1	+	-	+	-	0.446429	0.446429
ERR2061612.3730940 7001289F:103:C9WFLANXX:3:1203:20034:16703/1	R1	-	+	-	+	0.246032	0.246032
ERR2061612.3730941 7001289F:103:C9WFLANXX:3:2110:17526:74083/1	R1	+	-	+	-	0.345455	0.345455
ERR2061612.3730942 7001289F:103:C9WFLANXX:3:2116:4696:11703/1	R1	+	-	+	-	0.387755	0.387755
ERR2061612.3730944 7001289F:103:C9WFLANXX:4:2314:10538:90769/1	R1	+	-	+	-	0.345455	0.345455
ERR2061612.3730945 7001289F:103:C9WFLANXX:4:1109:14709:81000/1	R1	+	-	+	-	0.345455	0.345455
ERR2061612.3730948 7001289F:103:C9WFLANXX:4:1101:14701:13377/1	R1	+	-	+	-	0.513514	0.513514
ERR2061612.3730954 7001289F:103:C9WFLANXX:4:1111:10294:2480/1	R1	+	-	+	-	0.522936	0.522936
ERR2061612.3730955 7001289F:103:C9WFLANXX:3:1210:16370:54533/1	R1	+	-	+	-	0.302752	0.302752
ERR2061612.3730956 7001289F:103:C9WFLANXX:4:1104:1961:46820/1	R1	-	+	-	+	0.045977	0.045977
ERR2061612.3730958 7001289F:103:C9WFLANXX:3:2206:17987:58817/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730960 7001289F:103:C9WFLANXX:4:2311:18298:29531/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730961 7001289F:103:C9WFLANXX:4:2308:13557:17642/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730962 7001289F:103:C9WFLANXX:4:2206:7811:91907/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730963 7001289F:103:C9WFLANXX:4:2216:12493:46443/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730966 7001289F:103:C9WFLANXX:4:1202:11807:37155/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730968 7001289F:103:C9WFLANXX:4:1105:4375:52981/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730969 7001289F:103:C9WFLANXX:3:1212:4186:86618/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.3730970 7001289F:103:C9WFLANXX:4:1314:6384:100822/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730971 7001289F:103:C9WFLANXX:3:1102:15673:39712/1	R1	+	-	+	-	0.924528	0.924528
ERR2061612.3730972 7001289F:103:C9WFLANXX:3:1107:16928:78489/1	R1	+	-	+	-	0.457944	0.457944
ERR2061612.3730976 7001289F:103:C9WFLANXX:4:2104:15843:72083/1	R1	+	-	+	-	0.433628	0.433628
ERR2061612.3730977 7001289F:103:C9WFLANXX:4:1213:2120:31232/1	R1	+	-	+	-	0.457944	0.457944
ERR2061612.3730981 7001289F:103:C9WFLANXX:3:2116:2348:82519/1	R1	+	-	+	-	0.645455	0.645455
ERR2061612.3730982 7001289F:103:C9WFLANXX:3:1116:2937:47271/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.3730988 7001289F:103:C9WFLANXX:4:2214:5357:29257/1	R1	+	-	+	-	0.446429	0.446429
ERR2061612.3730989 7001289F:103:C9WFLANXX:4:1303:15142:74884/1	R1	+	-	+	-	0.446429	0.446429
ERR2061612.3730990 7001289F:103:C9WFLANXX:4:2108:3431:17837/1	R1	+	-	+	-	0.679245	0.679245
ERR2061612.3730991 7001289F:103:C9WFLANXX:3:2310:16329:80199/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730992 7001289F:103:C9WFLANXX:3:1106:19645:13600/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730993 7001289F:103:C9WFLANXX:4:1315:10618:65668/1	R1	-	+	-	+	0.194444	0.194444
ERR2061612.3730994 7001289F:103:C9WFLANXX:3:2109:11192:25131/1	R1	+	-	+	-	0.513514	0.513514
ERR2061612.3730995 7001289F:103:C9WFLANXX:3:2304:5129:81990/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3730996 7001289F:103:C9WFLANXX:3:2307:16701:66924/1	R1	+	-	+	-	0.759259	0.759259
ERR2061612.3730997 7001289F:103:C9WFLANXX:4:1102:11962:85872/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.3730998 7001289F:103:C9WFLANXX:3:1216:4076:50037/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.3731001 7001289F:103:C9WFLANXX:4:2201:15844:55710/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3731002 7001289F:103:C9WFLANXX:4:1302:3049:2706/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3731003 7001289F:103:C9WFLANXX:4:1314:2492:6164/1	R1	-	+	-	+	0.320000	0.320000
ERR2061612.3731004 7001289F:103:C9WFLANXX:3:1305:14049:96918/1	R1	-	+	-	+	0.204918	0.204918
ERR2061612.3731005 7001289F:103:C9WFLANXX:4:2111:7777:92847/1	R1	+	-	+	-	0.513514	0.513514
ERR2061612.3731006 7001289F:103:C9WFLANXX:3:2110:2041:97418/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.3731008 7001289F:103:C9WFLANXX:4:2115:19627:38057/1	R1	-	+	-	+	0.145833	0.145833
ERR2061612.3731011 7001289F:103:C9WFLANXX:3:2306:13145:65824/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.3731013 7001289F:103:C9WFLANXX:3:1110:13234:66817/1	R1	+	-	+	-	0.526786	0.526786
ERR2061612.3731014 7001289F:103:C9WFLANXX:3:1112:2084:47200/1	R1	+	-	+	-	0.714286	0.714286
ERR2061612.3731016 7001289F:103:C9WFLANXX:3:1108:11976:39273/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.3731019 7001289F:103:C9WFLANXX:4:1210:12469:58654/1	R1	-	+	-	+	0.074380	0.074380
ERR2061612.5248527 7001289F:103:C9WFLANXX:4:1304:16537:60027/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.5508397 7001289F:103:C9WFLANXX:3:2302:5870:97364/1	R1	+	-	+	-	0.302752	0.302752
ERR2061612.7347111 7001289F:103:C9WFLANXX:4:1212:7813:18950/1	R1	+	-	+	-	0.568182	0.568182
ERR2061612.7508469 7001289F:103:C9WFLANXX:3:2108:11191:35503/1	R1	+	-	+	-	0.302752	0.302752
ERR2061612.7865061 7001289F:103:C9WFLANXX:3:2303:14598:30650/1	R1	+	-	+	-	0.365385	0.365385
ERR2061612.7865063 7001289F:103:C9WFLANXX:3:1209:9052:38711/1	R1	+	-	+	-	0.368932	0.368932
ERR2061612.7865066 7001289F:103:C9WFLANXX:3:1103:3707:41957/1	R1	+	-	+	-	0.504673	0.504673
ERR2061612.7865067 7001289F:103:C9WFLANXX:3:2112:19493:30219/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865068 7001289F:103:C9WFLANXX:3:1113:19283:19364/1	R1	+	-	+	-	0.457944	0.457944
ERR2061612.7865071 7001289F:103:C9WFLANXX:4:2301:20164:79756/1	R1	+	-	+	-	0.961538	0.961538
ERR2061612.7865074 7001289F:103:C9WFLANXX:3:1213:18697:61259/1	R1	+	-	+	-	0.446429	0.446429
ERR2061612.7865075 7001289F:103:C9WFLANXX:3:1204:12580:40368/1	R1	+	-	+	-	0.446429	0.446429
ERR2061612.7865077 7001289F:103:C9WFLANXX:4:1203:8023:25144/1	R1	+	-	+	-	0.446429	0.446429
ERR2061612.7865079 7001289F:103:C9WFLANXX:3:2314:20793:92798/1	R1	+	-	+	-	0.433628	0.433628
ERR2061612.7865087 7001289F:103:C9WFLANXX:3:2212:2678:19025/1	R1	+	-	+	-	0.471698	0.471698
ERR2061612.7865088 7001289F:103:C9WFLANXX:3:1316:18802:89587/1	R1	+	-	+	-	0.471698	0.471698
ERR2061612.7865090 7001289F:103:C9WFLANXX:3:1304:2181:46887/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865092 7001289F:103:C9WFLANXX:4:2303:2710:86901/1	R1	+	-	+	-	0.457944	0.457944
ERR2061612.7865093 7001289F:103:C9WFLANXX:4:2207:8456:5391/1	R1	+	-	+	-	0.457944	0.457944
ERR2061612.7865095 7001289F:103:C9WFLANXX:4:1307:17349:24064/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865097 7001289F:103:C9WFLANXX:4:1305:3603:22390/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865102 7001289F:103:C9WFLANXX:4:1315:12719:89344/1	R1	+	-	+	-	0.457944	0.457944
ERR2061612.7865105 7001289F:103:C9WFLANXX:3:2316:17945:36260/1	R1	+	-	+	-	0.345455	0.345455
ERR2061612.7865106 7001289F:103:C9WFLANXX:3:2215:3854:70232/1	R1	+	-	+	-	0.345455	0.345455
ERR2061612.7865107 7001289F:103:C9WFLANXX:3:2215:17665:86726/1	R1	+	-	+	-	0.504587	0.504587
ERR2061612.7865110 7001289F:103:C9WFLANXX:3:2102:12694:77147/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865114 7001289F:103:C9WFLANXX:3:1202:12307:45591/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865116 7001289F:103:C9WFLANXX:4:2315:13411:86450/1	R1	+	-	+	-	0.412844	0.412844
ERR2061612.7865119 7001289F:103:C9WFLANXX:4:2102:5837:92976/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865120 7001289F:103:C9WFLANXX:4:2115:8059:32419/1	R1	+	-	+	-	0.345455	0.345455
ERR2061612.7865122 7001289F:103:C9WFLANXX:4:1306:10081:67863/1	R1	+	-	+	-	0.302752	0.302752
ERR2061612.7865123 7001289F:103:C9WFLANXX:4:1206:5113:37124/1	R1	+	-	+	-	0.302752	0.302752
ERR2061612.7865124 7001289F:103:C9WFLANXX:4:1114:7460:2259/1	R1	+	-	+	-	0.345455	0.345455
ERR2061612.7865125 7001289F:103:C9WFLANXX:4:2211:11564:20686/1	R1	-	+	-	+	0.402985	0.402985
ERR2061612.7865128 7001289F:103:C9WFLANXX:4:2214:9974:56492/1	R1	+	-	+	-	0.924528	0.924528
ERR2061612.7865129 7001289F:103:C9WFLANXX:4:2201:14506:99839/1	R1	-	+	-	+	0.250000	0.250000
ERR2061612.7865130 7001289F:103:C9WFLANXX:4:2213:17208:61748/1	R1	+	-	+	-	0.531915	0.531915
ERR2061612.7865131 7001289F:103:C9WFLANXX:4:1206:19382:17346/1	R1	+	-	+	-	0.612903	0.612903
ERR2061612.7865132 7001289F:103:C9WFLANXX:3:1101:11994:27055/1	R1	+	-	+	-	0.830508	0.830508
ERR2061612.7865136 7001289F:103:C9WFLANXX:3:1111:6431:17588/1	R1	-	+	-	+	0.216216	0.216216
ERR2061612.7865137 7001289F:103:C9WFLANXX:4:2303:5975:13630/1	R1	-	+	-	+	0.105263	0.105263
ERR2061612.7865140 7001289F:103:C9WFLANXX:3:2303:3792:47037/1	R1	+	-	+	-	0.348624	0.348624
ERR2061612.7865141 7001289F:103:C9WFLANXX:3:2303:11017:99695/1	R1	+	-	+	-	0.362637	0.362637
ERR2061612.7865143 7001289F:103:C9WFLANXX:4:2206:1613:51165/1	R1	+	-	+	-	0.413043	0.413043
ERR2061612.7865144 7001289F:103:C9WFLANXX:4:1304:17231:2199/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865145 7001289F:103:C9WFLANXX:4:1113:14882:64106/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865146 7001289F:103:C9WFLANXX:3:1105:1911:75038/1	R1	+	-	+	-	0.558824	0.558824
ERR2061612.7865147 7001289F:103:C9WFLANXX:3:2211:1323:71688/1	R1	+	-	+	-	0.471698	0.471698
ERR2061612.7865148 7001289F:103:C9WFLANXX:3:1205:16051:90382/1	R1	-	+	-	+	0.163265	0.163265
ERR2061612.7865149 7001289F:103:C9WFLANXX:4:2309:11544:84495/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865152 7001289F:103:C9WFLANXX:4:1315:15279:10554/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865153 7001289F:103:C9WFLANXX:3:2307:16224:85774/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865156 7001289F:103:C9WFLANXX:4:1313:12657:39098/1	R1	+	-	+	-	0.436364	0.436364
ERR2061612.7865158 7001289F:103:C9WFLANXX:4:2309:19109:54625/1	R1	-	+	-	+	0.436170	0.436170
ERR2061612.7865161 7001289F:103:C9WFLANXX:4:1103:13894:20112/1	R1	+	-	+	-	0.302752	0.302752
ERR2061612.7865165 7001289F:103:C9WFLANXX:3:1201:18926:57866/1	R1	+	-	+	-	0.558824	0.558824
ERR2061612.7865166 7001289F:103:C9WFLANXX:3:1113:19964:94413/1	R1	+	-	+	-	0.540984	0.540984
ERR2061612.7865167 7001289F:103:C9WFLANXX:3:1101:6676:65967/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865168 7001289F:103:C9WFLANXX:3:1208:4170:99681/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865169 7001289F:103:C9WFLANXX:4:2103:19030:51982/1	R1	+	-	+	-	0.446429	0.446429
ERR2061612.7865170 7001289F:103:C9WFLANXX:3:1208:12843:37423/1	R1	+	-	+	-	0.417722	0.417722
ERR2061612.7865171 7001289F:103:C9WFLANXX:4:2213:2644:52324/1	R1	+	-	+	-	0.600000	0.600000
ERR2061612.7865172 7001289F:103:C9WFLANXX:4:1312:18077:49415/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865173 7001289F:103:C9WFLANXX:4:2303:21129:7854/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865174 7001289F:103:C9WFLANXX:3:2314:21255:77815/1	R1	+	-	+	-	0.452055	0.452055
ERR2061612.7865176 7001289F:103:C9WFLANXX:3:2215:9527:5063/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865177 7001289F:103:C9WFLANXX:4:1106:18758:43627/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865178 7001289F:103:C9WFLANXX:3:1207:13828:56317/1	R1	+	-	+	-	0.492537	0.492537
ERR2061612.7865181 7001289F:103:C9WFLANXX:3:2205:19586:75499/1	R1	-	+	-	+	0.129630	0.129630
ERR2061612.7865182 7001289F:103:C9WFLANXX:3:1311:1555:34270/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865183 7001289F:103:C9WFLANXX:3:2301:10741:88736/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865184 7001289F:103:C9WFLANXX:4:1303:2258:100232/1	R1	-	+	-	+	0.116667	0.116667
ERR2061612.7865186 7001289F:103:C9WFLANXX:3:2114:18885:81266/1	R1	+	-	+	-	0.439560	0.439560
ERR2061612.7865187 7001289F:103:C9WFLANXX:4:2306:7219:49165/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865188 7001289F:103:C9WFLANXX:4:2105:16299:68627/1	R1	+	-	+	-	0.678571	0.678571
ERR2061612.7865189 7001289F:103:C9WFLANXX:3:1107:14428:45915/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865190 7001289F:103:C9WFLANXX:4:2305:17699:65605/1	R1	-	+	-	+	0.145833	0.145833
ERR2061612.7865191 7001289F:103:C9WFLANXX:3:1211:11509:62448/1	R1	-	+	-	+	0.216216	0.216216
ERR2061612.7865192 7001289F:103:C9WFLANXX:4:2316:12085:88937/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865196 7001289F:103:C9WFLANXX:4:1313:15748:82636/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865198 7001289F:103:C9WFLANXX:3:1204:2958:92439/1	R1	+	-	+	-	0.475000	0.475000
ERR2061612.7865201 7001289F:103:C9WFLANXX:4:2307:12144:10876/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865202 7001289F:103:C9WFLANXX:3:2216:10170:65569/1	R1	+	-	+	-	0.714286	0.714286
ERR2061612.7865208 7001289F:103:C9WFLANXX:4:1209:12184:23721/1	R1	+	-	+	-	0.513514	0.513514
ERR2061612.7865209 7001289F:103:C9WFLANXX:3:2112:2904:67425/1	R1	+	-	+	-	0.485149	0.485149
ERR2061612.7865213 7001289F:103:C9WFLANXX:4:1110:6196:51810/1	R1	+	-	+	-	0.678571	0.678571
ERR2061612.7865215 7001289F:103:C9WFLANXX:3:1108:18695:32001/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865218 7001289F:103:C9WFLANXX:3:1303:6978:36061/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865219 7001289F:103:C9WFLANXX:3:2110:17236:30239/1	R1	-	+	-	+	0.000000	0.000000
ERR2061612.7865220 7001289F:103:C9WFLANXX:3:1314:15700:99209/1	R1	+	-	+	-	0.000000	0.000000
ERR2061612.7865222 7001289F:103:C9WFLANXX:3:2210:12431:58672/1	R1	+	-	+	-	0.433628	0.433628
ERR2061612.7865223 7001289F:103:C9WFLANXX:3:2316:1440:11932/1	R1	+	-	+	-	0.433628	0.433628
ERR2061612.7865224 7001289F:103:C9WFLANXX:3:2203:7782:67934/1	R1	+	-	+	-	0.433628	0.433628
ERR2061612.7865225 7001289F:103:C9WFLANXX:3:2113:1488:63260/1	R1	+	-	+	-	0.457944	0.457944
ERR2061612.7865226 7001289F:103:C9WFLANXX:3:1310:5975:41590/1	R1	+	-	+	-	0.457944	0.457944
ERR2061612.7865228 7001289F:103:C9WFLANXX:4:2116:8615:94930/1	R1	+	-	+	-	0.101852	0.101852
