2022-07-19T15:51:33
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061624.8861598 7001289F:109:CB97UANXX:2:1316:19234:4873/1	R1	+	-	-	-	0.433628	-
ERR2061624.8861599 7001289F:109:CB97UANXX:2:1306:2885:7238/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861600 7001289F:109:CB97UANXX:2:1212:8720:24302/1	R1	+	-	-	-	0.433628	-
ERR2061624.8861601 7001289F:109:CB97UANXX:2:1202:9458:46973/2	R2	-	-	+	-	-	0.433628
ERR2061624.8861602 7001289F:109:CB97UANXX:2:1213:4287:49608/1	R1	+	-	-	-	0.433628	-
ERR2061624.8861603 7001289F:109:CB97UANXX:2:1109:13547:55932/1	R1	+	-	-	-	0.433628	-
ERR2061624.8861604 7001289F:109:CB97UANXX:2:1110:5236:10823/2	R2	-	-	+	-	-	0.433628
ERR2061624.8861605 7001289F:109:CB97UANXX:2:1110:5805:33123/2	R2	-	-	+	-	-	0.446429
ERR2061624.8861606 7001289F:109:CB97UANXX:2:1206:3377:51217/2	R2	-	-	+	-	-	0.433628
ERR2061624.8861607 7001289F:109:CB97UANXX:2:1112:20942:17517/2	R2	-	-	+	-	-	0.486726
ERR2061624.8861608 7001289F:109:CB97UANXX:2:1102:16469:11777/2	R2	-	-	+	-	-	0.469027
ERR2061624.8861609 7001289F:109:CB97UANXX:2:1115:1750:76781/2	R2	-	-	+	-	-	0.457944
ERR2061624.8861610 7001289F:109:CB97UANXX:2:1114:3544:6831/1	R1	+	-	-	-	0.433628	-
ERR2061624.8861611 7001289F:109:CB97UANXX:2:1116:1754:37122/2	R2	-	-	+	-	-	0.433628
ERR2061624.8861612 7001289F:109:CB97UANXX:2:2305:12360:69214/1	R1	+	-	-	-	0.446429	-
ERR2061624.8861613 7001289F:109:CB97UANXX:2:2306:2313:33838/1	R1	+	-	-	-	0.902655	-
ERR2061624.8861614 7001289F:109:CB97UANXX:2:2315:14123:49992/1	R1	+	-	-	-	0.446429	-
ERR2061624.8861615 7001289F:109:CB97UANXX:2:2314:4210:47357/1	R1	+	-	-	-	0.433628	-
ERR2061624.8861617 7001289F:109:CB97UANXX:2:2308:8467:91739/2	R2	-	-	+	-	-	0.433628
ERR2061624.8861618 7001289F:109:CB97UANXX:2:2316:18535:36685/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861619 7001289F:109:CB97UANXX:2:2202:7941:33604/1	R1	+	-	-	-	0.457944	-
ERR2061624.8861620 7001289F:109:CB97UANXX:2:2202:18269:70576/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861621 7001289F:109:CB97UANXX:2:2204:10226:6538/1	R1	+	-	-	-	0.457944	-
ERR2061624.8861622 7001289F:109:CB97UANXX:2:2203:17866:47248/2	R2	-	-	+	-	-	0.457944
ERR2061624.8861623 7001289F:109:CB97UANXX:2:2207:17694:86752/1	R1	+	-	-	-	0.759259	-
ERR2061624.8861624 7001289F:109:CB97UANXX:2:2206:4472:79294/1	R1	+	-	-	-	0.457944	-
ERR2061624.8861625 7001289F:109:CB97UANXX:2:2113:17032:96029/1	R1	+	-	-	+	0.457944	0.366337
ERR2061624.8861626 7001289F:109:CB97UANXX:2:2104:15473:19273/1	R1	+	-	-	-	0.515789	-
ERR2061624.8861627 7001289F:109:CB97UANXX:2:1310:17038:27424/1	R1	+	-	-	-	0.000000	-
ERR2061624.8861628 7001289F:109:CB97UANXX:2:2107:6654:61199/1	R1	+	-	-	-	0.457944	-
ERR2061624.8861629 7001289F:109:CB97UANXX:2:2106:13080:52624/2	R2	-	-	+	-	-	0.457944
ERR2061624.8861630 7001289F:109:CB97UANXX:2:1209:6992:66559/1	R1	+	-	-	-	0.457944	-
ERR2061624.8861631 7001289F:109:CB97UANXX:2:1305:11247:81173/1	R1	+	-	-	-	0.000000	-
ERR2061624.8861632 7001289F:109:CB97UANXX:2:1212:12294:32765/1	R1	+	-	-	-	0.302752	-
ERR2061624.8861633 7001289F:109:CB97UANXX:2:1202:2733:80725/1	R1	+	-	-	-	0.515789	-
ERR2061624.8861634 7001289F:109:CB97UANXX:2:1215:14364:22150/1	R1	+	-	-	-	0.000000	-
ERR2061624.8861635 7001289F:109:CB97UANXX:2:1216:3788:73930/2	R2	-	-	+	-	-	0.446429
ERR2061624.8861636 7001289F:109:CB97UANXX:2:1112:13883:80441/1	R1	+	-	-	+	0.457944	0.158730
ERR2061624.8861637 7001289F:109:CB97UANXX:2:1111:4252:19339/1	R1	+	-	-	-	0.457944	-
ERR2061624.8861638 7001289F:109:CB97UANXX:2:1113:15739:59506/1	R1	+	-	-	-	0.540984	-
ERR2061624.8861639 7001289F:109:CB97UANXX:2:1115:6367:13095/1	R1	+	-	-	-	0.500000	-
ERR2061624.8861640 7001289F:109:CB97UANXX:2:1114:9129:20182/2	R2	-	-	+	-	-	0.485149
ERR2061624.8861641 7001289F:109:CB97UANXX:2:1114:9688:74407/2	R2	-	-	+	-	-	0.457944
ERR2061624.8861642 7001289F:109:CB97UANXX:2:1103:15853:31742/1	R1	+	-	-	-	0.457944	-
ERR2061624.8861643 7001289F:109:CB97UANXX:2:1104:9688:10581/2	R2	-	-	+	-	-	0.471698
ERR2061624.8861644 7001289F:109:CB97UANXX:2:1104:11057:46614/1	R1	+	-	-	-	0.466019	-
ERR2061624.8861645 7001289F:109:CB97UANXX:2:2210:5085:90915/1	R1	+	-	-	-	0.457944	-
ERR2061624.8861646 7001289F:109:CB97UANXX:2:1105:6562:85340/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861647 7001289F:109:CB97UANXX:2:2212:13495:54712/1	R1	+	-	-	-	0.471698	-
ERR2061624.8861648 7001289F:109:CB97UANXX:2:2211:20715:94353/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861649 7001289F:109:CB97UANXX:2:2216:12210:54568/2	R2	-	-	+	-	-	0.457944
ERR2061624.8861650 7001289F:109:CB97UANXX:2:2303:8473:49707/2	R2	-	-	+	-	-	0.532710
ERR2061624.8861651 7001289F:109:CB97UANXX:2:2306:3930:31637/1	R1	+	-	-	-	0.457944	-
ERR2061624.8861652 7001289F:109:CB97UANXX:2:2308:2496:60243/1	R1	+	-	-	-	0.000000	-
ERR2061624.8861653 7001289F:109:CB97UANXX:2:2202:5828:62807/1	R1	+	-	-	-	0.457944	-
ERR2061624.8861655 7001289F:109:CB97UANXX:2:2111:7681:43609/2	R2	-	-	+	-	-	0.759259
ERR2061624.8861656 7001289F:109:CB97UANXX:2:2115:4340:25051/1	R1	+	-	-	-	0.101852	-
ERR2061624.8861657 7001289F:109:CB97UANXX:2:1310:19158:52379/1	R1	+	-	-	-	0.000000	-
ERR2061624.8861658 7001289F:109:CB97UANXX:2:1312:7133:74627/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861659 7001289F:109:CB97UANXX:2:2108:18354:33919/2	R2	-	-	+	-	-	0.457944
ERR2061624.8861660 7001289F:109:CB97UANXX:2:1313:19465:59626/2	R2	-	-	+	-	-	0.302752
ERR2061624.8861661 7001289F:109:CB97UANXX:2:1315:2377:8946/2	R2	-	-	+	-	-	0.531915
ERR2061624.8861662 7001289F:109:CB97UANXX:2:1316:3050:44237/1	R1	+	-	-	-	0.302752	-
ERR2061624.8861663 7001289F:109:CB97UANXX:2:1316:5767:58150/1	R1	+	-	-	-	0.000000	-
ERR2061624.8861664 7001289F:109:CB97UANXX:2:1308:20224:17579/1	R1	+	-	-	+	0.000000	0.188889
ERR2061624.8861665 7001289F:109:CB97UANXX:2:1111:6517:81534/2	R2	-	-	+	-	-	0.457944
ERR2061624.8861666 7001289F:109:CB97UANXX:2:2212:5773:39268/1	R1	+	-	-	-	0.000000	-
ERR2061624.8861667 7001289F:109:CB97UANXX:2:2302:20299:91763/2	R2	-	-	+	-	-	0.138889
ERR2061624.8861668 7001289F:109:CB97UANXX:2:2312:20109:75088/2	R2	-	-	+	-	-	0.759259
ERR2061624.8861670 7001289F:109:CB97UANXX:2:2201:1167:76228/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861671 7001289F:109:CB97UANXX:2:2109:16891:38084/2	R2	-	-	+	-	-	0.467890
ERR2061624.8861673 7001289F:109:CB97UANXX:2:2111:1270:25392/1	R1	+	-	-	-	0.302752	-
ERR2061624.8861674 7001289F:109:CB97UANXX:2:2101:19218:15168/2	R2	-	-	+	-	-	0.593750
ERR2061624.8861675 7001289F:109:CB97UANXX:2:2107:6359:80972/2	R2	-	-	+	-	-	0.457944
ERR2061624.8861676 7001289F:109:CB97UANXX:2:2106:18095:53802/2	R2	-	-	+	-	-	0.302752
ERR2061624.8861677 7001289F:109:CB97UANXX:2:1314:3776:58922/1	R1	+	-	-	-	0.302752	-
ERR2061624.8861678 7001289F:109:CB97UANXX:2:1307:11559:3773/1	R1	+	-	-	-	0.320388	-
ERR2061624.8861679 7001289F:109:CB97UANXX:2:1204:14391:13189/1	R1	+	-	-	-	0.673469	-
ERR2061624.8861680 7001289F:109:CB97UANXX:2:1110:19731:100458/1	R1	+	-	-	-	0.302752	-
ERR2061624.8861681 7001289F:109:CB97UANXX:2:1208:17543:63281/1	R1	+	-	-	-	0.345455	-
ERR2061624.8861682 7001289F:109:CB97UANXX:2:1107:10591:42172/1	R1	+	-	-	+	0.302752	0.066116
ERR2061624.8861683 7001289F:109:CB97UANXX:2:2302:11446:58612/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861684 7001289F:109:CB97UANXX:2:2302:21247:75455/1	R1	+	-	-	-	0.673469	-
ERR2061624.8861685 7001289F:109:CB97UANXX:2:2303:9870:3744/1	R1	+	-	-	-	0.302752	-
ERR2061624.8861686 7001289F:109:CB97UANXX:2:2309:13997:46686/2	R2	-	-	+	-	-	0.703704
ERR2061624.8861687 7001289F:109:CB97UANXX:2:2306:4542:81571/1	R1	+	-	-	-	0.302752	-
ERR2061624.8861688 7001289F:109:CB97UANXX:2:2316:4368:25311/1	R1	+	-	-	-	0.457944	-
ERR2061624.8861689 7001289F:109:CB97UANXX:2:1213:11237:76627/1	R1	-	+	-	-	0.000000	-
ERR2061624.8861690 7001289F:109:CB97UANXX:2:2101:17782:65645/1	R1	+	-	-	-	0.345455	-
ERR2061624.8861691 7001289F:109:CB97UANXX:2:1309:17918:34498/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861692 7001289F:109:CB97UANXX:2:1307:18764:30170/1	R1	+	-	-	-	0.000000	-
ERR2061624.8861693 7001289F:109:CB97UANXX:2:2210:7156:24346/2	R2	-	-	+	-	-	0.457944
ERR2061624.8861694 7001289F:109:CB97UANXX:2:2115:13347:64509/1	R1	+	-	-	+	0.457944	0.000000
ERR2061624.8861695 7001289F:109:CB97UANXX:2:2314:5391:58353/2	R2	-	-	+	-	-	0.500000
ERR2061624.8861696 7001289F:109:CB97UANXX:2:1116:11237:76373/1	R1	+	-	-	+	0.000000	0.078261
ERR2061624.8861703 7001289F:109:CB97UANXX:2:2215:13919:93977/1	R1	+	-	-	-	0.435294	-
ERR2061624.8861704 7001289F:109:CB97UANXX:2:2216:6211:78103/1	R1	+	-	-	-	0.670213	-
ERR2061624.8861705 7001289F:109:CB97UANXX:2:1104:1733:8430/1	R1	+	-	-	-	0.302752	-
ERR2061624.8861706 7001289F:109:CB97UANXX:2:1311:12253:63667/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861709 7001289F:109:CB97UANXX:2:1116:19534:40183/1	R1	+	-	-	-	0.590361	-
ERR2061624.8861710 7001289F:109:CB97UANXX:2:2306:8158:86190/1	R1	+	-	-	-	0.000000	-
ERR2061624.8861711 7001289F:109:CB97UANXX:2:2311:11289:65641/1	R1	+	-	-	-	0.600000	-
ERR2061624.8861712 7001289F:109:CB97UANXX:2:2314:9269:29156/2	R2	-	-	+	-	-	0.717172
ERR2061624.8861713 7001289F:109:CB97UANXX:2:2213:3813:92722/1	R1	-	+	+	-	0.000000	0.302752
ERR2061624.8861714 7001289F:109:CB97UANXX:2:2113:9415:78148/1	R1	-	+	+	-	0.000000	0.457944
ERR2061624.8861715 7001289F:109:CB97UANXX:2:2108:15389:20489/1	R1	+	-	-	+	0.446429	0.000000
ERR2061624.8861716 7001289F:109:CB97UANXX:2:1101:2161:5817/2	R2	-	-	+	-	-	0.528302
ERR2061624.8861717 7001289F:109:CB97UANXX:2:2215:18954:5745/1	R1	+	-	-	-	0.636364	-
ERR2061624.8861718 7001289F:109:CB97UANXX:2:2111:9825:83540/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861720 7001289F:109:CB97UANXX:2:1307:21092:2161/2	R2	-	-	-	+	-	0.542857
ERR2061624.8861723 7001289F:109:CB97UANXX:2:1305:20038:50749/1	R1	+	-	-	-	0.388235	-
ERR2061624.8861725 7001289F:109:CB97UANXX:2:1105:11585:51602/1	R1	+	-	-	+	0.302752	0.048193
ERR2061624.8861726 7001289F:109:CB97UANXX:2:2305:10385:38978/1	R1	-	+	+	-	0.000000	0.568421
ERR2061624.8861727 7001289F:109:CB97UANXX:2:2306:5734:25280/1	R1	-	+	+	-	0.000000	0.457944
ERR2061624.8861728 7001289F:109:CB97UANXX:2:1106:3411:76292/1	R1	+	-	-	+	0.000000	0.000000
ERR2061624.8861729 7001289F:109:CB97UANXX:2:2312:16199:26861/1	R1	-	+	+	-	0.000000	0.433628
ERR2061624.8861731 7001289F:109:CB97UANXX:2:2214:20382:35842/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861732 7001289F:109:CB97UANXX:2:2112:10954:84800/1	R1	-	+	+	-	0.000000	0.471698
ERR2061624.8861733 7001289F:109:CB97UANXX:2:2111:16003:4567/2	R2	-	-	+	-	-	0.594340
ERR2061624.8861734 7001289F:109:CB97UANXX:2:1305:7326:39633/2	R2	-	-	-	+	-	0.000000
ERR2061624.8861735 7001289F:109:CB97UANXX:2:2206:9483:100379/1	R1	-	+	+	-	0.000000	0.000000
ERR2061624.8861737 7001289F:109:CB97UANXX:2:1302:8389:5124/1	R1	+	-	-	+	0.639640	0.000000
ERR2061624.8861738 7001289F:109:CB97UANXX:2:1216:8394:15329/1	R1	+	-	-	-	0.961538	-
ERR2061624.8861740 7001289F:109:CB97UANXX:2:1108:6354:79006/1	R1	-	+	+	-	0.000000	0.000000
ERR2061624.8861741 7001289F:109:CB97UANXX:2:1309:3091:34518/1	R1	+	-	-	-	0.471698	-
ERR2061624.8861742 7001289F:109:CB97UANXX:2:2116:13629:67066/1	R1	+	-	-	+	0.000000	0.000000
ERR2061624.8861743 7001289F:109:CB97UANXX:2:1213:20638:2552/2	R2	-	-	-	+	-	0.000000
ERR2061624.8861744 7001289F:109:CB97UANXX:2:1202:3721:50913/1	R1	-	+	+	-	0.000000	0.433628
ERR2061624.8861745 7001289F:109:CB97UANXX:2:2316:11650:70689/1	R1	-	+	+	-	0.000000	0.000000
ERR2061624.8861746 7001289F:109:CB97UANXX:2:2108:19092:62054/2	R2	-	-	+	-	-	0.417722
ERR2061624.8861747 7001289F:109:CB97UANXX:2:2110:19407:73257/1	R1	-	+	+	-	0.000000	0.302752
ERR2061624.8861748 7001289F:109:CB97UANXX:2:1305:1175:30441/1	R1	+	-	-	+	0.302752	0.000000
ERR2061624.8861749 7001289F:109:CB97UANXX:2:2211:5999:61415/1	R1	+	-	-	+	0.457944	0.000000
ERR2061624.8861751 7001289F:109:CB97UANXX:2:1303:20721:93453/1	R1	+	-	-	-	0.128205	-
ERR2061624.8861752 7001289F:109:CB97UANXX:2:1201:19419:24957/1	R1	+	-	-	+	0.302752	0.065574
ERR2061624.8861753 7001289F:109:CB97UANXX:2:2303:11219:56002/1	R1	-	+	+	-	0.000000	0.365385
ERR2061624.8861754 7001289F:109:CB97UANXX:2:1301:3799:67133/1	R1	+	-	-	+	0.000000	0.320388
ERR2061624.8861755 7001289F:109:CB97UANXX:2:2212:18349:20405/1	R1	+	-	-	-	0.634615	-
ERR2061624.8861756 7001289F:109:CB97UANXX:2:2310:13619:51229/2	R2	-	-	+	-	-	0.690141
ERR2061624.8861757 7001289F:109:CB97UANXX:2:2307:11160:17941/2	R2	-	-	+	-	-	0.320388
ERR2061624.8861758 7001289F:109:CB97UANXX:2:1215:14448:57540/1	R1	-	+	+	-	0.058333	0.357798
ERR2061624.8861762 7001289F:109:CB97UANXX:2:1209:17810:76017/1	R1	-	+	+	-	0.000000	0.603960
ERR2061624.8861763 7001289F:109:CB97UANXX:2:1212:14372:100197/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861765 7001289F:109:CB97UANXX:2:2201:10279:46289/1	R1	-	+	+	-	0.000000	0.446429
ERR2061624.8861766 7001289F:109:CB97UANXX:2:2109:1873:22721/1	R1	+	-	-	+	0.837838	0.000000
ERR2061624.8861767 7001289F:109:CB97UANXX:2:2202:11677:97663/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861768 7001289F:109:CB97UANXX:2:1315:14733:50091/1	R1	+	-	-	+	0.000000	0.354430
ERR2061624.8861770 7001289F:109:CB97UANXX:2:1309:15074:65670/2	R2	-	-	+	-	-	0.862069
ERR2061624.8861771 7001289F:109:CB97UANXX:2:1313:11285:93599/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861774 7001289F:109:CB97UANXX:2:2203:4165:27323/1	R1	+	-	-	+	0.000000	0.000000
ERR2061624.8861775 7001289F:109:CB97UANXX:2:2206:3940:50287/1	R1	+	-	-	+	0.000000	0.578947
ERR2061624.8861776 7001289F:109:CB97UANXX:2:1304:10178:48358/1	R1	+	-	-	-	0.568182	-
ERR2061624.8861777 7001289F:109:CB97UANXX:2:1307:4981:95631/1	R1	+	-	-	-	0.550562	-
ERR2061624.8861778 7001289F:109:CB97UANXX:2:1213:18227:7973/2	R2	-	-	+	-	-	0.673469
ERR2061624.8861780 7001289F:109:CB97UANXX:2:2306:4700:8473/1	R1	+	-	-	+	0.000000	0.111111
ERR2061624.8861782 7001289F:109:CB97UANXX:2:2208:16125:46791/1	R1	+	-	-	-	0.891892	-
ERR2061624.8861784 7001289F:109:CB97UANXX:2:1311:20045:26482/2	R2	-	-	-	+	-	0.000000
ERR2061624.8861790 7001289F:109:CB97UANXX:2:2303:19051:97150/2	R2	-	-	-	+	-	0.382353
ERR2061624.8861792 7001289F:109:CB97UANXX:2:1204:2343:64801/2	R2	-	-	+	-	-	0.694444
ERR2061624.8861797 7001289F:109:CB97UANXX:2:2214:17922:31087/1	R1	+	-	-	+	0.388235	0.142857
ERR2061624.8861802 7001289F:109:CB97UANXX:2:1112:15788:80256/1	R1	-	+	+	-	0.140000	0.000000
ERR2061624.8861803 7001289F:109:CB97UANXX:2:2213:19703:15703/1	R1	-	+	+	-	0.000000	0.000000
ERR2061624.8861804 7001289F:109:CB97UANXX:2:1212:12034:5699/1	R1	+	-	-	-	0.678571	-
ERR2061624.8861805 7001289F:109:CB97UANXX:2:2206:11361:4192/1	R1	-	+	-	-	0.000000	-
ERR2061624.8861807 7001289F:109:CB97UANXX:2:1210:6799:47578/1	R1	+	-	-	+	0.961538	0.000000
ERR2061624.8861810 7001289F:109:CB97UANXX:2:1104:6380:31289/2	R2	-	-	-	+	-	0.000000
ERR2061624.8861811 7001289F:109:CB97UANXX:2:2109:18686:16602/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861819 7001289F:109:CB97UANXX:2:2105:2627:21789/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861820 7001289F:109:CB97UANXX:2:1209:8723:31153/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861821 7001289F:109:CB97UANXX:2:1211:21139:98601/1	R1	+	-	-	-	0.052083	-
ERR2061624.8861822 7001289F:109:CB97UANXX:2:2105:9128:34424/2	R2	-	-	+	-	-	0.513274
ERR2061624.8861823 7001289F:109:CB97UANXX:2:1206:19798:40490/1	R1	+	-	-	-	0.515789	-
ERR2061624.8861824 7001289F:109:CB97UANXX:2:1105:6756:22860/1	R1	+	-	-	-	0.544554	-
ERR2061624.8861825 7001289F:109:CB97UANXX:2:1105:9149:77266/2	R2	-	-	+	-	-	0.595506
ERR2061624.8861826 7001289F:109:CB97UANXX:2:2211:6290:90589/2	R2	-	-	+	-	-	0.486726
ERR2061624.8861827 7001289F:109:CB97UANXX:2:1108:2055:61621/1	R1	+	-	-	-	0.514019	-
ERR2061624.8861828 7001289F:109:CB97UANXX:2:2214:12111:27304/2	R2	-	-	+	-	-	0.598131
ERR2061624.8861829 7001289F:109:CB97UANXX:2:2303:16671:79086/1	R1	+	-	-	-	0.515789	-
ERR2061624.8861830 7001289F:109:CB97UANXX:2:2311:10984:25615/2	R2	-	-	+	-	-	0.469027
ERR2061624.8861831 7001289F:109:CB97UANXX:2:2312:13929:80604/1	R1	+	-	-	-	0.924528	-
ERR2061624.8861832 7001289F:109:CB97UANXX:2:2315:18664:2935/2	R2	-	-	+	-	-	0.753846
ERR2061624.8861833 7001289F:109:CB97UANXX:2:1303:10576:49873/2	R2	-	-	+	-	-	0.471698
ERR2061624.8861834 7001289F:109:CB97UANXX:2:2311:13239:87399/1	R1	+	-	-	-	0.500000	-
ERR2061624.8861835 7001289F:109:CB97UANXX:2:1309:18880:53473/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861836 7001289F:109:CB97UANXX:2:1314:18375:91975/1	R1	+	-	-	-	0.339450	-
ERR2061624.8861837 7001289F:109:CB97UANXX:2:1109:19062:100270/2	R2	-	-	+	-	-	0.891892
ERR2061624.8861838 7001289F:109:CB97UANXX:2:2209:16146:37051/1	R1	+	-	-	-	0.362637	-
ERR2061624.8861839 7001289F:109:CB97UANXX:2:2101:19466:22365/1	R1	-	+	+	-	0.000000	0.579439
ERR2061624.8861840 7001289F:109:CB97UANXX:2:1215:8609:27880/2	R2	-	-	+	-	-	0.607477
ERR2061624.8861841 7001289F:109:CB97UANXX:2:1201:10677:8270/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861842 7001289F:109:CB97UANXX:2:2316:6706:66058/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861843 7001289F:109:CB97UANXX:2:1301:4815:9863/2	R2	-	-	+	-	-	0.539823
ERR2061624.8861844 7001289F:109:CB97UANXX:2:1301:9993:49509/1	R1	+	-	-	-	0.879518	-
ERR2061624.8861845 7001289F:109:CB97UANXX:2:2206:9555:44959/1	R1	+	-	-	-	0.446429	-
ERR2061624.8861846 7001289F:109:CB97UANXX:2:1307:8792:93206/2	R2	-	-	+	-	-	0.891892
ERR2061624.8861847 7001289F:109:CB97UANXX:2:2314:4622:95905/2	R2	-	-	+	-	-	0.000000
ERR2061624.8861849 7001289F:109:CB97UANXX:2:2304:15582:14191/2	R2	-	-	+	-	-	0.798165
ERR2061624.8861852 7001289F:109:CB97UANXX:2:1216:12509:84517/1	R1	-	+	+	-	0.049180	0.345455
ERR2061624.8861853 7001289F:109:CB97UANXX:2:1116:13138:17294/1	R1	-	+	+	-	0.000000	0.345455
ERR2061624.8861854 7001289F:109:CB97UANXX:2:2305:5062:15455/1	R1	-	+	+	-	0.000000	0.345455
ERR2061624.8861855 7001289F:109:CB97UANXX:2:2113:13025:4586/2	R2	-	-	+	-	-	0.302752
