2024-12-26T16:29:19
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
SRR5239753.102137 HWUSI-EAS168_0000:3:1:18338:11902/1	R1	-	+	-	+	0.585714	0.585714
SRR5239753.105156 HWUSI-EAS168_0000:3:1:18834:14231/1	R1	-	+	-	+	0.254902	0.254902
SRR5239753.107886 HWUSI-EAS168_0000:3:1:19287:19513/1	R1	-	+	-	+	0.378788	0.378788
SRR5239753.123268 HWUSI-EAS168_0000:3:2:2722:17164/1	R1	-	+	-	+	0.527027	0.527027
SRR5239753.125984 HWUSI-EAS168_0000:3:2:3225:11923/1	R1	-	+	-	+	0.561644	0.561644
SRR5239753.131192 HWUSI-EAS168_0000:3:2:4166:16107/1	R1	-	+	-	+	0.357143	0.357143
SRR5239753.132008 HWUSI-EAS168_0000:3:2:4309:4853/1	R1	-	+	-	+	0.180556	0.180556
SRR5239753.133914 HWUSI-EAS168_0000:3:2:4641:17016/1	R1	-	+	-	+	0.539683	0.539683
SRR5239753.142497 HWUSI-EAS168_0000:3:2:6181:7043/1	R1	-	+	-	+	0.320000	0.320000
SRR5239753.144253 HWUSI-EAS168_0000:3:2:6481:12399/1	R1	-	+	-	+	0.257576	0.257576
SRR5239753.145230 HWUSI-EAS168_0000:3:2:6648:7992/1	R1	-	+	-	+	0.932432	0.932432
SRR5239753.148095 HWUSI-EAS168_0000:3:2:7153:16374/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.150054 HWUSI-EAS168_0000:3:2:7504:15154/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.151576 HWUSI-EAS168_0000:3:2:7774:2093/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.152996 HWUSI-EAS168_0000:3:2:8022:15562/1	R1	-	+	-	+	0.393939	0.393939
SRR5239753.160703 HWUSI-EAS168_0000:3:2:9344:13024/1	R1	-	+	-	+	0.373134	0.373134
SRR5239753.170033 HWUSI-EAS168_0000:3:2:10969:17626/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.176781 HWUSI-EAS168_0000:3:2:12130:6133/1	R1	-	+	-	+	0.581081	0.581081
SRR5239753.177304 HWUSI-EAS168_0000:3:2:12223:6462/1	R1	-	+	-	+	0.200000	0.200000
SRR5239753.178405 HWUSI-EAS168_0000:3:2:12408:6493/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.180746 HWUSI-EAS168_0000:3:2:12825:7759/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.184526 HWUSI-EAS168_0000:3:2:13488:9973/1	R1	-	+	-	+	0.244898	0.244898
SRR5239753.186031 HWUSI-EAS168_0000:3:2:13743:4091/1	R1	-	+	-	+	0.383562	0.383562
SRR5239753.186944 HWUSI-EAS168_0000:3:2:13898:19916/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.192387 HWUSI-EAS168_0000:3:2:14823:12683/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.192625 HWUSI-EAS168_0000:3:2:14863:13801/1	R1	-	+	-	+	0.181818	0.181818
SRR5239753.192854 HWUSI-EAS168_0000:3:2:14901:19777/1	R1	-	+	-	+	0.970588	0.970588
SRR5239753.195053 HWUSI-EAS168_0000:3:2:15278:13450/1	R1	-	+	-	+	0.164384	0.164384
SRR5239753.200006 HWUSI-EAS168_0000:3:2:16140:9147/1	R1	-	+	-	+	0.236364	0.236364
SRR5239753.201228 HWUSI-EAS168_0000:3:2:16349:1110/1	R1	-	+	-	+	0.594595	0.594595
SRR5239753.202139 HWUSI-EAS168_0000:3:2:16504:20200/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.203674 HWUSI-EAS168_0000:3:2:16759:15684/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.203973 HWUSI-EAS168_0000:3:2:16811:16659/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.204941 HWUSI-EAS168_0000:3:2:16976:20495/1	R1	-	+	-	+	0.953125	0.953125
SRR5239753.207485 HWUSI-EAS168_0000:3:2:17402:11192/1	R1	-	+	-	+	0.342857	0.342857
SRR5239753.208808 HWUSI-EAS168_0000:3:2:17620:1385/1	R1	-	+	-	+	0.480000	0.480000
SRR5239753.212491 HWUSI-EAS168_0000:3:2:18243:9573/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.213401 HWUSI-EAS168_0000:3:2:18393:15583/1	R1	-	+	-	+	0.337838	0.337838
SRR5239753.215851 HWUSI-EAS168_0000:3:2:18824:7520/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.219893 HWUSI-EAS168_0000:3:2:19503:18757/1	R1	-	+	-	+	0.369231	0.369231
SRR5239753.220387 HWUSI-EAS168_0000:3:2:19588:16813/1	R1	-	+	-	+	0.184615	0.184615
SRR5239753.221035 HWUSI-EAS168_0000:3:2:19697:8853/1	R1	-	+	-	+	0.160000	0.160000
SRR5239753.231388 HWUSI-EAS168_0000:3:3:2273:10975/1	R1	-	+	-	+	0.709677	0.709677
SRR5239753.234175 HWUSI-EAS168_0000:3:3:2791:14250/1	R1	-	+	-	+	0.333333	0.333333
SRR5239753.234461 HWUSI-EAS168_0000:3:3:2844:1133/1	R1	-	+	-	+	0.128571	0.128571
SRR5239753.238414 HWUSI-EAS168_0000:3:3:3550:20737/1	R1	-	+	-	+	0.619718	0.619718
SRR5239753.241388 HWUSI-EAS168_0000:3:3:4083:17694/1	R1	-	+	-	+	0.973333	0.973333
SRR5239753.241997 HWUSI-EAS168_0000:3:3:4198:1666/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.244727 HWUSI-EAS168_0000:3:3:4687:20670/1	R1	-	+	-	+	0.324324	0.324324
SRR5239753.247435 HWUSI-EAS168_0000:3:3:5167:12001/1	R1	-	+	-	+	0.206349	0.206349
SRR5239753.250517 HWUSI-EAS168_0000:3:3:5706:15102/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.254062 HWUSI-EAS168_0000:3:3:6331:15056/1	R1	-	+	-	+	0.791045	0.791045
SRR5239753.255195 HWUSI-EAS168_0000:3:3:6528:20269/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.255609 HWUSI-EAS168_0000:3:3:6603:3295/1	R1	-	+	-	+	0.190476	0.190476
SRR5239753.259929 HWUSI-EAS168_0000:3:3:7385:6163/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.268933 HWUSI-EAS168_0000:3:3:8965:2846/1	R1	-	+	-	+	0.594595	0.594595
SRR5239753.270828 HWUSI-EAS168_0000:3:3:9295:16372/1	R1	-	+	-	+	0.614286	0.614286
SRR5239753.275761 HWUSI-EAS168_0000:3:3:10148:1065/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.276037 HWUSI-EAS168_0000:3:3:10197:8087/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.276565 HWUSI-EAS168_0000:3:3:10291:1703/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.278763 HWUSI-EAS168_0000:3:3:10687:1622/1	R1	-	+	-	+	0.929577	0.929577
SRR5239753.279833 HWUSI-EAS168_0000:3:3:10877:16593/1	R1	-	+	-	+	0.356164	0.356164
SRR5239753.284576 HWUSI-EAS168_0000:3:3:11704:11968/1	R1	+	-	+	-	0.125000	0.125000
SRR5239753.291949 HWUSI-EAS168_0000:3:3:13002:7767/1	R1	-	+	-	+	0.460317	0.460317
SRR5239753.292324 HWUSI-EAS168_0000:3:3:13068:5852/1	R1	-	+	-	+	0.681818	0.681818
SRR5239753.292874 HWUSI-EAS168_0000:3:3:13167:13818/1	R1	-	+	-	+	0.569231	0.569231
SRR5239753.295858 HWUSI-EAS168_0000:3:3:13682:13404/1	R1	-	+	-	+	0.378788	0.378788
SRR5239753.296252 HWUSI-EAS168_0000:3:3:13756:13407/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.307691 HWUSI-EAS168_0000:3:3:15749:16805/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.316630 HWUSI-EAS168_0000:3:3:17281:8568/1	R1	-	+	-	+	0.328125	0.328125
SRR5239753.318001 HWUSI-EAS168_0000:3:3:17516:7533/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.319018 HWUSI-EAS168_0000:3:3:17688:9009/1	R1	-	+	-	+	0.109589	0.109589
SRR5239753.319830 HWUSI-EAS168_0000:3:3:17827:20600/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.321758 HWUSI-EAS168_0000:3:3:18152:9751/1	R1	-	+	-	+	0.470588	0.470588
SRR5239753.326838 HWUSI-EAS168_0000:3:3:18996:3892/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.328903 HWUSI-EAS168_0000:3:3:19367:8693/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.331659 HWUSI-EAS168_0000:3:3:19826:7280/1	R1	-	+	-	+	0.206349	0.206349
SRR5239753.336371 HWUSI-EAS168_0000:3:4:1519:15014/1	R1	-	+	-	+	0.853333	0.853333
SRR5239753.338340 HWUSI-EAS168_0000:3:4:1782:9699/1	R1	-	+	-	+	0.893333	0.893333
SRR5239753.338416 HWUSI-EAS168_0000:3:4:1792:18016/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.344449 HWUSI-EAS168_0000:3:4:2836:19454/1	R1	-	+	-	+	0.816901	0.816901
SRR5239753.350200 HWUSI-EAS168_0000:3:4:3909:1658/1	R1	-	+	-	+	0.368421	0.368421
SRR5239753.350803 HWUSI-EAS168_0000:3:4:4019:19212/1	R1	-	+	-	+	0.575342	0.575342
SRR5239753.351619 HWUSI-EAS168_0000:3:4:4171:17171/1	R1	-	+	-	+	0.441176	0.441176
SRR5239753.353997 HWUSI-EAS168_0000:3:4:4598:15464/1	R1	-	+	-	+	0.867647	0.867647
SRR5239753.354570 HWUSI-EAS168_0000:3:4:4702:13309/1	R1	-	+	-	+	0.363636	0.363636
SRR5239753.354934 HWUSI-EAS168_0000:3:4:4768:17044/1	R1	-	+	-	+	0.552632	0.552632
SRR5239753.360379 HWUSI-EAS168_0000:3:4:5761:2525/1	R1	-	+	-	+	0.184615	0.184615
SRR5239753.361799 HWUSI-EAS168_0000:3:4:6018:4953/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.363084 HWUSI-EAS168_0000:3:4:6255:4420/1	R1	-	+	-	+	0.200000	0.200000
SRR5239753.363698 HWUSI-EAS168_0000:3:4:6357:11164/1	R1	-	+	-	+	0.333333	0.333333
SRR5239753.369457 HWUSI-EAS168_0000:3:4:7377:17640/1	R1	-	+	-	+	0.453333	0.453333
SRR5239753.371059 HWUSI-EAS168_0000:3:4:7665:2489/1	R1	-	+	-	+	0.257576	0.257576
SRR5239753.371353 HWUSI-EAS168_0000:3:4:7719:17640/1	R1	-	+	-	+	0.493333	0.493333
SRR5239753.371606 HWUSI-EAS168_0000:3:4:7766:4360/1	R1	-	+	-	+	0.523077	0.523077
SRR5239753.373506 HWUSI-EAS168_0000:3:4:8101:18119/1	R1	-	+	-	+	0.774648	0.774648
SRR5239753.382021 HWUSI-EAS168_0000:3:4:9615:18956/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.387090 HWUSI-EAS168_0000:3:4:10503:3285/1	R1	-	+	-	+	0.640000	0.640000
SRR5239753.397102 HWUSI-EAS168_0000:3:4:12261:2385/1	R1	-	+	-	+	0.490909	0.490909
SRR5239753.399064 HWUSI-EAS168_0000:3:4:12599:14090/1	R1	-	+	-	+	0.492958	0.492958
SRR5239753.400428 HWUSI-EAS168_0000:3:4:12839:13500/1	R1	-	+	-	+	0.384615	0.384615
SRR5239753.404589 HWUSI-EAS168_0000:3:4:13573:18270/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.405900 HWUSI-EAS168_0000:3:4:13804:8571/1	R1	-	+	-	+	0.356164	0.356164
SRR5239753.408006 HWUSI-EAS168_0000:3:4:14165:13701/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.408053 HWUSI-EAS168_0000:3:4:14172:18701/1	R1	-	+	-	+	0.791045	0.791045
SRR5239753.409519 HWUSI-EAS168_0000:3:4:14421:6394/1	R1	-	+	-	+	0.541667	0.541667
SRR5239753.410498 HWUSI-EAS168_0000:3:4:14595:18875/1	R1	-	+	-	+	0.415584	0.415584
SRR5239753.411065 HWUSI-EAS168_0000:3:4:14690:20198/1	R1	-	+	-	+	0.621212	0.621212
SRR5239753.411140 HWUSI-EAS168_0000:3:4:14704:1885/1	R1	-	+	-	+	0.446154	0.446154
SRR5239753.414096 HWUSI-EAS168_0000:3:4:15201:15186/1	R1	-	+	-	+	0.803030	0.803030
SRR5239753.421238 HWUSI-EAS168_0000:3:4:16439:3937/1	R1	-	+	-	+	0.307692	0.307692
SRR5239753.426857 HWUSI-EAS168_0000:3:4:17417:1802/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.428411 HWUSI-EAS168_0000:3:4:17684:10133/1	R1	-	+	-	+	0.123077	0.123077
SRR5239753.430774 HWUSI-EAS168_0000:3:4:18078:12749/1	R1	-	+	-	+	0.179104	0.179104
SRR5239753.434621 HWUSI-EAS168_0000:3:4:18743:8851/1	R1	-	+	-	+	0.958904	0.958904
SRR5239753.437204 HWUSI-EAS168_0000:3:4:19187:4999/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.438641 HWUSI-EAS168_0000:3:4:19435:18223/1	R1	-	+	-	+	0.106667	0.106667
SRR5239753.444162 HWUSI-EAS168_0000:3:5:1320:4032/1	R1	+	-	+	-	0.319444	0.319444
SRR5239753.453135 HWUSI-EAS168_0000:3:5:2784:11129/1	R1	-	+	-	+	0.584615	0.584615
SRR5239753.457281 HWUSI-EAS168_0000:3:5:3565:2328/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.459803 HWUSI-EAS168_0000:3:5:4013:8960/1	R1	-	+	-	+	0.160000	0.160000
SRR5239753.465592 HWUSI-EAS168_0000:3:5:5065:9686/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.465846 HWUSI-EAS168_0000:3:5:5112:14010/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.467965 HWUSI-EAS168_0000:3:5:5491:7744/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.468854 HWUSI-EAS168_0000:3:5:5653:3216/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.471722 HWUSI-EAS168_0000:3:5:6172:16450/1	R1	-	+	-	+	0.840580	0.840580
SRR5239753.472368 HWUSI-EAS168_0000:3:5:6287:4386/1	R1	-	+	-	+	0.446154	0.446154
SRR5239753.476095 HWUSI-EAS168_0000:3:5:6961:12266/1	R1	-	+	-	+	0.103896	0.103896
SRR5239753.478107 HWUSI-EAS168_0000:3:5:7331:15887/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.480312 HWUSI-EAS168_0000:3:5:7724:13463/1	R1	-	+	-	+	0.381579	0.381579
SRR5239753.481905 HWUSI-EAS168_0000:3:5:8018:7095/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.484351 HWUSI-EAS168_0000:3:5:8462:10799/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.489825 HWUSI-EAS168_0000:3:5:9425:8787/1	R1	-	+	-	+	0.868421	0.868421
SRR5239753.493012 HWUSI-EAS168_0000:3:5:9978:2352/1	R1	-	+	-	+	0.178082	0.178082
SRR5239753.494981 HWUSI-EAS168_0000:3:5:10326:18923/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.498600 HWUSI-EAS168_0000:3:5:10971:4239/1	R1	-	+	-	+	0.121212	0.121212
SRR5239753.499916 HWUSI-EAS168_0000:3:5:11203:15526/1	R1	-	+	-	+	0.184615	0.184615
SRR5239753.502982 HWUSI-EAS168_0000:3:5:11750:5049/1	R1	-	+	-	+	0.206349	0.206349
SRR5239753.509540 HWUSI-EAS168_0000:3:5:12889:2540/1	R1	-	+	-	+	0.173333	0.173333
SRR5239753.509675 HWUSI-EAS168_0000:3:5:12913:15331/1	R1	-	+	-	+	0.405405	0.405405
SRR5239753.512686 HWUSI-EAS168_0000:3:5:13455:15734/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.516187 HWUSI-EAS168_0000:3:5:14067:10726/1	R1	-	+	-	+	0.270270	0.270270
SRR5239753.516419 HWUSI-EAS168_0000:3:5:14108:13850/1	R1	-	+	-	+	0.967742	0.967742
SRR5239753.519060 HWUSI-EAS168_0000:3:5:14571:8332/1	R1	-	+	-	+	0.356164	0.356164
SRR5239753.522947 HWUSI-EAS168_0000:3:5:15252:19733/1	R1	-	+	-	+	0.653333	0.653333
SRR5239753.523897 HWUSI-EAS168_0000:3:5:15411:10123/1	R1	-	+	-	+	0.266667	0.266667
SRR5239753.525282 HWUSI-EAS168_0000:3:5:15646:7480/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.528536 HWUSI-EAS168_0000:3:5:16219:16324/1	R1	-	+	-	+	0.546667	0.546667
SRR5239753.528708 HWUSI-EAS168_0000:3:5:16249:10235/1	R1	-	+	-	+	0.565217	0.565217
SRR5239753.531749 HWUSI-EAS168_0000:3:5:16765:18249/1	R1	-	+	-	+	0.190476	0.190476
SRR5239753.541177 HWUSI-EAS168_0000:3:5:18393:11572/1	R1	-	+	-	+	0.560606	0.560606
SRR5239753.541916 HWUSI-EAS168_0000:3:5:18522:18142/1	R1	-	+	-	+	0.486486	0.486486
SRR5239753.545720 HWUSI-EAS168_0000:3:5:19175:17294/1	R1	-	+	-	+	0.357143	0.357143
SRR5239753.548818 HWUSI-EAS168_0000:3:5:19696:10807/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.557904 HWUSI-EAS168_0000:3:6:2062:18228/1	R1	-	+	-	+	0.342857	0.342857
SRR5239753.561656 HWUSI-EAS168_0000:3:6:2745:11631/1	R1	-	+	-	+	0.434783	0.434783
SRR5239753.564246 HWUSI-EAS168_0000:3:6:3228:2871/1	R1	-	+	-	+	0.320000	0.320000
SRR5239753.565161 HWUSI-EAS168_0000:3:6:3411:9212/1	R1	-	+	-	+	0.188406	0.188406
SRR5239753.565703 HWUSI-EAS168_0000:3:6:3514:1512/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.569154 HWUSI-EAS168_0000:3:6:4157:10781/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.571808 HWUSI-EAS168_0000:3:6:4644:6579/1	R1	-	+	-	+	0.650794	0.650794
SRR5239753.576587 HWUSI-EAS168_0000:3:6:5496:6200/1	R1	-	+	-	+	0.472222	0.472222
SRR5239753.577549 HWUSI-EAS168_0000:3:6:5667:4690/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.580590 HWUSI-EAS168_0000:3:6:6219:14628/1	R1	-	+	-	+	0.243243	0.243243
SRR5239753.582249 HWUSI-EAS168_0000:3:6:6518:15508/1	R1	-	+	-	+	0.225352	0.225352
SRR5239753.593627 HWUSI-EAS168_0000:3:6:8548:9908/1	R1	-	+	-	+	0.266667	0.266667
SRR5239753.594768 HWUSI-EAS168_0000:3:6:8752:6761/1	R1	-	+	-	+	0.190476	0.190476
SRR5239753.596302 HWUSI-EAS168_0000:3:6:9023:10510/1	R1	-	+	-	+	0.314286	0.314286
SRR5239753.602516 HWUSI-EAS168_0000:3:6:10125:13812/1	R1	-	+	-	+	0.297297	0.297297
SRR5239753.613400 HWUSI-EAS168_0000:3:6:12059:2510/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.617509 HWUSI-EAS168_0000:3:6:12770:16641/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.621440 HWUSI-EAS168_0000:3:6:13443:3582/1	R1	-	+	-	+	0.160000	0.160000
SRR5239753.625617 HWUSI-EAS168_0000:3:6:14186:17537/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.627510 HWUSI-EAS168_0000:3:6:14513:4568/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.628878 HWUSI-EAS168_0000:3:6:14755:15394/1	R1	-	+	-	+	0.203125	0.203125
SRR5239753.629919 HWUSI-EAS168_0000:3:6:14932:4239/1	R1	-	+	-	+	0.203125	0.203125
SRR5239753.630615 HWUSI-EAS168_0000:3:6:15056:10542/1	R1	-	+	-	+	0.486486	0.486486
SRR5239753.636144 HWUSI-EAS168_0000:3:6:16016:15969/1	R1	-	+	-	+	0.544118	0.544118
SRR5239753.636148 HWUSI-EAS168_0000:3:6:16016:7914/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.636761 HWUSI-EAS168_0000:3:6:16129:13299/1	R1	-	+	-	+	0.303030	0.303030
SRR5239753.638102 HWUSI-EAS168_0000:3:6:16367:18582/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.639915 HWUSI-EAS168_0000:3:6:16675:13723/1	R1	-	+	-	+	0.544118	0.544118
SRR5239753.640350 HWUSI-EAS168_0000:3:6:16752:9171/1	R1	-	+	-	+	0.724638	0.724638
SRR5239753.641278 HWUSI-EAS168_0000:3:6:16918:13934/1	R1	-	+	-	+	0.647887	0.647887
SRR5239753.643285 HWUSI-EAS168_0000:3:6:17270:17915/1	R1	-	+	-	+	0.702128	0.702128
SRR5239753.650181 HWUSI-EAS168_0000:3:6:18482:13410/1	R1	-	+	-	+	0.280000	0.280000
SRR5239753.652463 HWUSI-EAS168_0000:3:6:18874:1157/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.654499 HWUSI-EAS168_0000:3:6:19228:15012/1	R1	-	+	-	+	0.129032	0.129032
SRR5239753.673406 HWUSI-EAS168_0000:3:7:3377:8806/1	R1	-	+	-	+	0.371429	0.371429
SRR5239753.674974 HWUSI-EAS168_0000:3:7:3668:13525/1	R1	-	+	-	+	0.323077	0.323077
SRR5239753.675762 HWUSI-EAS168_0000:3:7:3814:4045/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.676775 HWUSI-EAS168_0000:3:7:4005:20036/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.677531 HWUSI-EAS168_0000:3:7:4144:2010/1	R1	-	+	-	+	0.250000	0.250000
SRR5239753.677997 HWUSI-EAS168_0000:3:7:4226:5078/1	R1	-	+	-	+	0.175676	0.175676
SRR5239753.678941 HWUSI-EAS168_0000:3:7:4400:6712/1	R1	-	+	-	+	0.168831	0.168831
SRR5239753.685640 HWUSI-EAS168_0000:3:7:5623:15923/1	R1	-	+	-	+	0.426667	0.426667
SRR5239753.687609 HWUSI-EAS168_0000:3:7:5985:1101/1	R1	-	+	-	+	0.205128	0.205128
SRR5239753.687807 HWUSI-EAS168_0000:3:7:6021:15315/1	R1	+	-	+	-	0.000000	0.000000
SRR5239753.687936 HWUSI-EAS168_0000:3:7:6044:7387/1	R1	-	+	-	+	0.342105	0.342105
SRR5239753.689931 HWUSI-EAS168_0000:3:7:6401:9129/1	R1	-	+	-	+	0.203125	0.203125
SRR5239753.692776 HWUSI-EAS168_0000:3:7:6899:14044/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.696022 HWUSI-EAS168_0000:3:7:7480:19729/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.698181 HWUSI-EAS168_0000:3:7:7879:18703/1	R1	-	+	-	+	0.175676	0.175676
SRR5239753.699676 HWUSI-EAS168_0000:3:7:8132:16021/1	R1	-	+	-	+	0.948052	0.948052
SRR5239753.700783 HWUSI-EAS168_0000:3:7:8332:14252/1	R1	-	+	-	+	0.661765	0.661765
SRR5239753.701243 HWUSI-EAS168_0000:3:7:8418:7399/1	R1	-	+	-	+	0.000000	0.000000
SRR5239753.702188 HWUSI-EAS168_0000:3:7:8587:1333/1	R1	-	+	-	+	0.402597	0.402597
