2022-07-14T12:08:22
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061613.6074169 7001289F:103:C9WFLANXX:4:2213:11479:13717/2	R2	-	-	+	-	-	0.433628
ERR2061613.6074170 7001289F:103:C9WFLANXX:4:2111:1919:7648/1	R1	+	-	-	-	0.433628	-
ERR2061613.6074171 7001289F:103:C9WFLANXX:4:2108:20071:84501/1	R1	+	-	-	-	0.734513	-
ERR2061613.6074172 7001289F:109:CB97UANXX:1:1106:15176:67720/1	R1	+	-	-	-	0.550562	-
ERR2061613.6074173 7001289F:109:CB97UANXX:1:2204:12356:36337/1	R1	+	-	-	-	0.433628	-
ERR2061613.6074174 7001289F:109:CB97UANXX:1:2104:2798:35767/2	R2	-	-	+	-	-	0.433628
ERR2061613.6074175 7001289F:103:C9WFLANXX:3:1102:20599:15259/2	R2	-	-	+	-	-	0.457944
ERR2061613.6074176 7001289F:103:C9WFLANXX:3:2301:11046:28727/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074177 7001289F:103:C9WFLANXX:3:2114:9098:46661/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074178 7001289F:103:C9WFLANXX:3:1315:17007:96487/2	R2	-	-	+	-	-	0.457944
ERR2061613.6074179 7001289F:103:C9WFLANXX:3:1206:13718:60020/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074180 7001289F:103:C9WFLANXX:4:1209:2646:73461/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074181 7001289F:109:CB97UANXX:1:2104:16940:77260/2	R2	-	-	+	-	-	0.457944
ERR2061613.6074182 7001289F:109:CB97UANXX:1:1302:10137:49730/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074183 7001289F:109:CB97UANXX:1:1116:18723:74171/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074184 7001289F:109:CB97UANXX:1:2104:5496:15834/1	R1	+	-	-	+	0.000000	0.120879
ERR2061613.6074185 7001289F:103:C9WFLANXX:4:2304:15890:23268/2	R2	-	-	+	-	-	0.654206
ERR2061613.6074186 7001289F:103:C9WFLANXX:4:1207:10955:27661/2	R2	-	-	+	-	-	0.362637
ERR2061613.6074187 7001289F:103:C9WFLANXX:4:1115:2100:91541/1	R1	+	-	-	-	0.345455	-
ERR2061613.6074188 7001289F:103:C9WFLANXX:4:1106:10760:28764/2	R2	-	-	+	-	-	0.302752
ERR2061613.6074189 7001289F:109:CB97UANXX:1:1110:10600:97421/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074190 7001289F:109:CB97UANXX:1:1205:16383:78403/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074191 7001289F:109:CB97UANXX:1:2305:11166:54304/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074192 7001289F:103:C9WFLANXX:3:1103:19559:98336/2	R2	-	-	+	-	-	0.345455
ERR2061613.6074193 7001289F:103:C9WFLANXX:3:1107:11499:35612/2	R2	-	-	+	-	-	0.345455
ERR2061613.6074194 7001289F:103:C9WFLANXX:3:1214:9216:56790/1	R1	+	-	-	-	0.345455	-
ERR2061613.6074195 7001289F:103:C9WFLANXX:3:1312:14687:75969/1	R1	+	-	-	-	0.452055	-
ERR2061613.6074196 7001289F:103:C9WFLANXX:3:1216:13297:79715/2	R2	-	-	+	-	-	0.302752
ERR2061613.6074197 7001289F:103:C9WFLANXX:3:1114:1468:64528/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074198 7001289F:103:C9WFLANXX:4:2201:2144:95831/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074199 7001289F:103:C9WFLANXX:4:2205:14147:86723/2	R2	-	-	+	-	-	0.600000
ERR2061613.6074200 7001289F:103:C9WFLANXX:4:1307:7210:19771/2	R2	-	-	+	-	-	0.798165
ERR2061613.6074201 7001289F:103:C9WFLANXX:4:1201:20566:96169/1	R1	+	-	-	-	0.302752	-
ERR2061613.6074202 7001289F:103:C9WFLANXX:4:1102:13288:50339/2	R2	-	-	+	-	-	0.302752
ERR2061613.6074203 7001289F:103:C9WFLANXX:4:1102:5423:77477/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074204 7001289F:109:CB97UANXX:1:1105:19747:29058/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074205 7001289F:109:CB97UANXX:1:2111:7218:85426/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074206 7001289F:109:CB97UANXX:1:2208:18478:30609/1	R1	+	-	-	-	0.302752	-
ERR2061613.6074207 7001289F:109:CB97UANXX:1:1309:1816:2713/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074208 7001289F:109:CB97UANXX:1:2103:7734:6728/2	R2	-	-	+	-	-	0.813084
ERR2061613.6074209 7001289F:109:CB97UANXX:1:2105:17620:54979/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074210 7001289F:109:CB97UANXX:1:2107:9948:44417/1	R1	+	-	-	-	0.381818	-
ERR2061613.6074211 7001289F:109:CB97UANXX:1:1116:15660:68389/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074212 7001289F:103:C9WFLANXX:4:2109:10315:27585/1	R1	+	-	-	-	0.302752	-
ERR2061613.6074213 7001289F:103:C9WFLANXX:4:1213:8735:13777/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074214 7001289F:109:CB97UANXX:1:2109:10092:94611/1	R1	-	+	+	-	0.000000	0.413462
ERR2061613.6074215 7001289F:109:CB97UANXX:1:1206:6136:6735/2	R2	-	-	+	-	-	0.381818
ERR2061613.6074216 7001289F:109:CB97UANXX:1:2302:9689:34340/1	R1	+	-	-	-	0.684685	-
ERR2061613.6074217 7001289F:103:C9WFLANXX:4:2213:5080:32897/1	R1	-	+	-	-	0.000000	-
ERR2061613.6074218 7001289F:103:C9WFLANXX:3:1307:9516:59639/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074220 7001289F:109:CB97UANXX:1:2212:7097:9587/1	R1	+	-	-	+	0.403846	0.000000
ERR2061613.6074221 7001289F:109:CB97UANXX:1:1311:20186:82873/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074222 7001289F:109:CB97UANXX:1:1116:18554:23319/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074223 7001289F:103:C9WFLANXX:4:2313:10060:37229/1	R1	+	-	-	-	0.961538	-
ERR2061613.6074224 7001289F:103:C9WFLANXX:4:2212:17468:62554/1	R1	+	-	-	-	0.590361	-
ERR2061613.6074225 7001289F:103:C9WFLANXX:4:2116:15920:51237/1	R1	+	-	-	-	0.531915	-
ERR2061613.6074227 7001289F:103:C9WFLANXX:3:2103:8839:45251/2	R2	-	-	+	-	-	0.515789
ERR2061613.6074228 7001289F:109:CB97UANXX:1:2312:9391:78750/2	R2	-	-	+	-	-	0.673469
ERR2061613.6074229 7001289F:109:CB97UANXX:1:1110:16739:67294/1	R1	+	-	-	-	0.540984	-
ERR2061613.6074230 7001289F:109:CB97UANXX:1:2213:7779:63700/1	R1	-	+	+	-	0.000000	0.457944
ERR2061613.6074231 7001289F:109:CB97UANXX:1:2215:7536:13790/2	R2	-	-	+	-	-	0.862069
ERR2061613.6074232 7001289F:109:CB97UANXX:1:2114:6203:96147/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074233 7001289F:109:CB97UANXX:1:1314:8220:90897/1	R1	+	-	-	+	0.612903	0.000000
ERR2061613.6074234 7001289F:109:CB97UANXX:1:1306:19253:5549/1	R1	-	+	+	-	0.000000	0.475000
ERR2061613.6074235 7001289F:103:C9WFLANXX:3:2106:2455:51436/1	R1	+	-	-	+	0.471698	0.000000
ERR2061613.6074236 7001289F:109:CB97UANXX:1:2112:3848:83698/1	R1	-	+	+	-	0.000000	0.457944
ERR2061613.6074237 7001289F:103:C9WFLANXX:3:1215:1656:33447/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074238 7001289F:109:CB97UANXX:1:2314:15016:95745/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074239 7001289F:109:CB97UANXX:1:2201:18048:69765/1	R1	-	+	+	-	0.000000	0.433628
ERR2061613.6074240 7001289F:109:CB97UANXX:1:2213:21111:94857/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074241 7001289F:109:CB97UANXX:1:1316:17928:55653/1	R1	-	+	+	-	0.067308	0.000000
ERR2061613.6074242 7001289F:103:C9WFLANXX:3:2301:2384:74243/2	R2	-	-	+	-	-	0.457944
ERR2061613.6074244 7001289F:109:CB97UANXX:1:2209:5823:69497/1	R1	+	-	-	-	0.391753	-
ERR2061613.6074245 7001289F:103:C9WFLANXX:3:2106:19994:52951/2	R2	-	-	+	-	-	0.714286
ERR2061613.6074247 7001289F:103:C9WFLANXX:4:2201:14913:14654/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074248 7001289F:103:C9WFLANXX:4:1302:2511:37522/2	R2	-	-	+	-	-	0.961538
ERR2061613.6074249 7001289F:109:CB97UANXX:1:1204:9575:20537/1	R1	-	+	+	-	0.000000	0.830508
ERR2061613.6074250 7001289F:109:CB97UANXX:1:1104:14434:86041/1	R1	-	+	+	-	0.000000	0.000000
ERR2061613.6074251 7001289F:103:C9WFLANXX:3:2307:12637:94972/2	R2	-	-	+	-	-	0.129630
ERR2061613.6074252 7001289F:109:CB97UANXX:1:2207:20609:95401/1	R1	-	+	+	-	0.000000	0.446429
ERR2061613.6074253 7001289F:103:C9WFLANXX:4:2108:8653:58024/1	R1	-	+	+	-	0.000000	0.961538
ERR2061613.6074254 7001289F:109:CB97UANXX:1:1315:5028:85756/1	R1	-	+	+	-	0.000000	0.740000
ERR2061613.6074255 7001289F:109:CB97UANXX:1:1307:19449:77072/1	R1	+	-	-	-	0.492537	-
ERR2061613.6074256 7001289F:109:CB97UANXX:1:2106:15861:89433/1	R1	-	+	-	-	0.000000	-
ERR2061613.6074257 7001289F:103:C9WFLANXX:3:2305:2193:37723/1	R1	-	+	+	-	0.266055	0.947368
ERR2061613.6074259 7001289F:109:CB97UANXX:1:2103:2670:93806/2	R2	-	-	+	-	-	0.340206
ERR2061613.6074260 7001289F:109:CB97UANXX:1:1316:18600:50310/1	R1	+	-	-	+	0.457944	0.067961
ERR2061613.6074261 7001289F:109:CB97UANXX:1:1106:4978:48443/1	R1	-	+	+	-	0.000000	0.345455
ERR2061613.6074262 7001289F:109:CB97UANXX:1:2202:15767:83691/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074263 7001289F:103:C9WFLANXX:3:2202:4627:71836/1	R1	+	-	-	-	0.961538	-
ERR2061613.6074264 7001289F:103:C9WFLANXX:4:2305:5752:71458/1	R1	-	+	+	-	0.000000	0.475000
ERR2061613.6074265 7001289F:103:C9WFLANXX:4:1314:12543:64945/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074266 7001289F:109:CB97UANXX:1:2210:17002:26649/1	R1	+	-	-	+	0.753846	0.000000
ERR2061613.6074267 7001289F:109:CB97UANXX:1:2314:9648:39616/1	R1	+	-	-	-	0.961538	-
ERR2061613.6074268 7001289F:109:CB97UANXX:1:2304:19241:5317/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074269 7001289F:109:CB97UANXX:1:1308:1162:46896/1	R1	+	-	-	+	0.433628	0.000000
ERR2061613.6074270 7001289F:109:CB97UANXX:1:1211:13003:84461/1	R1	-	+	+	-	0.000000	0.000000
ERR2061613.6074271 7001289F:103:C9WFLANXX:4:2313:9582:84536/1	R1	+	-	-	+	0.803922	0.000000
ERR2061613.6074272 7001289F:103:C9WFLANXX:3:2113:16424:57621/1	R1	-	+	+	-	0.225225	0.278351
ERR2061613.6074273 7001289F:109:CB97UANXX:1:1112:4505:88859/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074274 7001289F:103:C9WFLANXX:4:1302:1687:84427/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074275 7001289F:109:CB97UANXX:1:2106:17675:45359/2	R2	-	-	+	-	-	0.500000
ERR2061613.6074276 7001289F:109:CB97UANXX:1:1111:10395:67823/2	R2	-	-	+	-	-	0.862069
ERR2061613.6074277 7001289F:109:CB97UANXX:1:1113:12626:97757/2	R2	-	-	+	-	-	0.673469
ERR2061613.6074278 7001289F:103:C9WFLANXX:4:1209:11264:11978/1	R1	+	-	-	+	0.457944	0.041237
ERR2061613.6074279 7001289F:109:CB97UANXX:1:2203:15166:33983/1	R1	-	+	+	-	0.095238	0.362637
ERR2061613.6074280 7001289F:103:C9WFLANXX:3:2214:17742:33835/1	R1	-	+	+	-	0.000000	0.690141
ERR2061613.6074281 7001289F:103:C9WFLANXX:4:2304:12012:4475/1	R1	-	+	+	-	0.119403	0.753846
ERR2061613.6074282 7001289F:103:C9WFLANXX:4:2209:11928:31534/1	R1	-	+	+	-	0.129630	0.961538
ERR2061613.6074283 7001289F:109:CB97UANXX:1:1210:12291:60984/1	R1	+	-	-	+	0.781250	0.000000
ERR2061613.6074284 7001289F:109:CB97UANXX:1:1307:6342:83284/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074285 7001289F:109:CB97UANXX:1:1211:19889:15708/2	R2	-	-	-	+	-	0.000000
ERR2061613.6074286 7001289F:109:CB97UANXX:1:1214:14329:71766/1	R1	-	+	-	-	0.000000	-
ERR2061613.6074287 7001289F:109:CB97UANXX:1:1205:13480:67891/1	R1	-	+	+	-	0.133333	0.767442
ERR2061613.6074288 7001289F:103:C9WFLANXX:4:1308:19869:28942/1	R1	+	-	-	+	0.690141	0.000000
ERR2061613.6074289 7001289F:109:CB97UANXX:1:1102:7509:32289/2	R2	-	-	+	-	-	0.492537
ERR2061613.6074290 7001289F:109:CB97UANXX:1:2315:1270:51527/1	R1	+	-	-	-	0.540984	-
ERR2061613.6074292 7001289F:109:CB97UANXX:1:1210:7014:37666/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074296 7001289F:109:CB97UANXX:1:2116:15868:38970/1	R1	-	+	-	-	0.000000	-
ERR2061613.6074297 7001289F:103:C9WFLANXX:3:1106:13008:44639/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074298 7001289F:103:C9WFLANXX:4:1310:9044:69773/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074299 7001289F:103:C9WFLANXX:4:1306:7069:71725/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074300 7001289F:103:C9WFLANXX:4:1202:3034:11743/1	R1	+	-	-	+	0.609756	0.000000
ERR2061613.6074301 7001289F:109:CB97UANXX:1:2112:3792:55644/1	R1	-	+	-	-	0.000000	-
ERR2061613.6074302 7001289F:109:CB97UANXX:1:1205:17388:32456/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074303 7001289F:103:C9WFLANXX:4:2316:11628:23736/1	R1	-	+	+	-	0.080000	0.452055
ERR2061613.6074305 7001289F:103:C9WFLANXX:4:2310:15155:59186/1	R1	+	-	-	-	0.492537	-
ERR2061613.6074307 7001289F:103:C9WFLANXX:3:1211:4249:8972/1	R1	-	+	+	-	0.087912	0.636364
ERR2061613.6074308 7001289F:109:CB97UANXX:1:2109:11565:39054/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074309 7001289F:109:CB97UANXX:1:1113:18877:35323/2	R2	-	-	+	-	-	0.891892
ERR2061613.6074310 7001289F:103:C9WFLANXX:3:2213:7918:46149/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074311 7001289F:109:CB97UANXX:1:1116:3017:17771/1	R1	-	+	-	-	0.403846	-
ERR2061613.6074312 7001289F:103:C9WFLANXX:4:2212:9103:57370/1	R1	+	-	-	+	0.690141	0.000000
ERR2061613.6074313 7001289F:103:C9WFLANXX:4:1108:17726:46305/2	R2	-	-	-	+	-	0.000000
ERR2061613.6074314 7001289F:103:C9WFLANXX:4:2309:17101:76092/1	R1	-	+	-	-	0.565217	-
ERR2061613.6074316 7001289F:103:C9WFLANXX:3:1103:10372:38515/1	R1	-	+	-	-	0.233333	-
ERR2061613.6074317 7001289F:103:C9WFLANXX:3:2203:7040:28305/1	R1	-	+	+	-	0.117647	0.673469
ERR2061613.6074318 7001289F:103:C9WFLANXX:3:1314:5362:52995/1	R1	-	+	+	-	0.102564	0.924528
ERR2061613.6074320 7001289F:103:C9WFLANXX:3:1216:4417:93369/1	R1	-	+	+	-	0.140000	0.000000
ERR2061613.6074321 7001289F:103:C9WFLANXX:4:2302:2132:75128/1	R1	-	+	-	-	0.000000	-
ERR2061613.6074322 7001289F:103:C9WFLANXX:4:2101:3026:93451/1	R1	+	-	-	-	0.767442	-
ERR2061613.6074326 7001289F:109:CB97UANXX:1:1102:2822:13069/1	R1	-	+	+	-	0.131148	0.830508
ERR2061613.6074327 7001289F:109:CB97UANXX:1:1310:8855:80793/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074328 7001289F:103:C9WFLANXX:4:2310:8613:8986/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074329 7001289F:109:CB97UANXX:1:2114:15558:47290/1	R1	-	+	-	-	0.119403	-
ERR2061613.6074331 7001289F:103:C9WFLANXX:4:1212:17902:66191/1	R1	-	+	+	-	0.000000	0.000000
ERR2061613.6074332 7001289F:103:C9WFLANXX:4:2103:18276:28823/1	R1	-	+	-	-	0.145833	-
ERR2061613.6074333 7001289F:103:C9WFLANXX:4:1304:1564:39317/1	R1	-	+	-	-	0.000000	-
ERR2061613.6074335 7001289F:109:CB97UANXX:1:1104:1377:20277/1	R1	+	-	-	+	0.767442	0.000000
ERR2061613.6074337 7001289F:109:CB97UANXX:1:1316:3126:49040/1	R1	+	-	-	-	0.891892	-
ERR2061613.6074338 7001289F:103:C9WFLANXX:4:1110:13657:29649/2	R2	-	-	-	+	-	0.000000
ERR2061613.6074339 7001289F:109:CB97UANXX:1:2212:13375:91461/2	R2	-	-	+	-	-	0.441860
ERR2061613.6074342 7001289F:103:C9WFLANXX:3:1107:4575:66578/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074343 7001289F:103:C9WFLANXX:4:1214:18189:39056/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074344 7001289F:103:C9WFLANXX:3:1302:1779:38866/1	R1	+	-	-	-	0.551402	-
ERR2061613.6074346 7001289F:103:C9WFLANXX:3:1302:2092:88583/2	R2	-	-	+	-	-	0.500000
ERR2061613.6074347 7001289F:103:C9WFLANXX:3:1114:14872:7344/1	R1	+	-	-	-	0.568182	-
ERR2061613.6074348 7001289F:103:C9WFLANXX:3:2212:16878:13802/1	R1	-	+	-	-	0.893443	-
ERR2061613.6074349 7001289F:109:CB97UANXX:1:2213:11571:58393/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074350 7001289F:109:CB97UANXX:1:1113:12847:72396/1	R1	+	-	-	-	0.413462	-
ERR2061613.6074351 7001289F:109:CB97UANXX:1:1309:3445:97754/1	R1	-	+	+	-	0.000000	0.500000
ERR2061613.6074352 7001289F:103:C9WFLANXX:3:1305:8842:10504/1	R1	+	-	-	-	0.340206	-
ERR2061613.6074353 7001289F:109:CB97UANXX:1:1103:19337:59138/2	R2	-	-	+	-	-	0.362637
ERR2061613.6074354 7001289F:109:CB97UANXX:1:1301:6174:28984/1	R1	+	-	-	-	0.320388	-
ERR2061613.6074355 7001289F:103:C9WFLANXX:3:2212:13131:72850/2	R2	-	-	+	-	-	0.446429
ERR2061613.6074356 7001289F:103:C9WFLANXX:3:1309:17616:85408/1	R1	+	-	-	-	0.446429	-
ERR2061613.6074357 7001289F:103:C9WFLANXX:4:2104:5749:76186/2	R2	-	-	+	-	-	0.446429
ERR2061613.6074358 7001289F:103:C9WFLANXX:4:1307:4576:79006/1	R1	+	-	-	-	0.609756	-
ERR2061613.6074359 7001289F:103:C9WFLANXX:4:1107:17039:96787/1	R1	+	-	-	-	0.446429	-
ERR2061613.6074360 7001289F:109:CB97UANXX:1:2305:20261:4728/2	R2	-	-	+	-	-	0.446429
ERR2061613.6074361 7001289F:103:C9WFLANXX:4:2304:5580:32848/2	R2	-	-	+	-	-	0.345455
ERR2061613.6074362 7001289F:103:C9WFLANXX:3:2301:14004:86657/1	R1	+	-	-	+	0.000000	0.000000
ERR2061613.6074363 7001289F:103:C9WFLANXX:4:1112:10585:16630/1	R1	-	+	+	-	0.000000	0.365385
ERR2061613.6074364 7001289F:103:C9WFLANXX:3:1111:5101:23069/1	R1	+	-	-	+	0.311927	0.000000
ERR2061613.6074365 7001289F:103:C9WFLANXX:3:1306:17169:80019/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074366 7001289F:103:C9WFLANXX:4:2313:11986:57910/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074367 7001289F:103:C9WFLANXX:4:2316:4760:55696/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074368 7001289F:103:C9WFLANXX:4:2304:12965:72763/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074369 7001289F:103:C9WFLANXX:4:1309:18552:66315/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074370 7001289F:103:C9WFLANXX:4:2108:5880:83503/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074371 7001289F:109:CB97UANXX:1:1107:4026:50127/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074372 7001289F:109:CB97UANXX:1:2114:14024:52286/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074373 7001289F:109:CB97UANXX:1:1307:11199:24514/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074374 7001289F:109:CB97UANXX:1:1215:16628:89839/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074375 7001289F:109:CB97UANXX:1:2303:18171:85414/1	R1	+	-	-	-	0.000000	-
ERR2061613.6074376 7001289F:109:CB97UANXX:1:1115:11243:67420/2	R2	-	-	+	-	-	0.000000
ERR2061613.6074377 7001289F:103:C9WFLANXX:3:1202:19465:72213/1	R1	+	-	-	+	0.302752	0.000000
ERR2061613.6074378 7001289F:109:CB97UANXX:1:2306:8196:49986/1	R1	-	+	+	-	0.288000	0.000000
ERR2061613.6074379 7001289F:103:C9WFLANXX:3:2202:4074:14134/2	R2	-	-	+	-	-	0.457944
ERR2061613.6074380 7001289F:103:C9WFLANXX:3:2113:1870:72835/2	R2	-	-	+	-	-	0.457944
ERR2061613.6074381 7001289F:103:C9WFLANXX:3:2112:18023:50958/2	R2	-	-	+	-	-	0.457944
ERR2061613.6074382 7001289F:103:C9WFLANXX:4:2307:8513:54727/2	R2	-	-	+	-	-	0.433628
ERR2061613.6074383 7001289F:103:C9WFLANXX:4:2114:16587:64337/1	R1	+	-	-	-	0.433628	-
ERR2061613.6074384 7001289F:103:C9WFLANXX:4:1112:16578:6859/1	R1	+	-	-	-	0.457944	-
ERR2061613.6074385 7001289F:109:CB97UANXX:1:1103:12339:67304/2	R2	-	-	+	-	-	0.433628
ERR2061613.6074386 7001289F:109:CB97UANXX:1:2309:5509:83646/2	R2	-	-	+	-	-	0.803922
ERR2061613.6074387 7001289F:109:CB97UANXX:1:1210:8481:21284/1	R1	+	-	-	-	0.457944	-
ERR2061613.6074388 7001289F:103:C9WFLANXX:3:2303:16207:82946/1	R1	+	-	-	+	0.981132	0.061404
ERR2061613.6074389 7001289F:103:C9WFLANXX:4:2315:18807:7908/2	R2	-	-	+	-	-	0.471698
ERR2061613.6074390 7001289F:103:C9WFLANXX:4:1213:20491:41378/2	R2	-	-	+	-	-	0.446429
ERR2061613.6074391 7001289F:103:C9WFLANXX:3:2314:3236:83207/1	R1	-	+	+	-	0.066667	0.660377
ERR2061613.6074392 7001289F:103:C9WFLANXX:4:2202:10212:15052/2	R2	-	-	+	-	-	0.000000
